SModelS_status Analysis Disp MT_displaced_xsec Tx file r_max m(N1) m(H+) ctau(H+) BR(H+)
Non-excluded CMS-SUS-17-009 14.71 13.789 TSlepSlep IDM_mhc_300_mn1_3.1622e-06_dm_50_la2_0.01_laL_0.01_.slha.py 2.257e-05 3.162e-06 300.0 0.1827 1[N1,mu-]
Excluded CMS-EXO-13-006 0.0 2.531 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_100_mn1_0.0063095_dm_50_la2_0.01_laL_0.01_.slha.py 27.653 0.006309 100.0 3627.333 1[N1,mu-]
Non-excluded CMS-SUS-17-009 1.294 0.4948 TSlepSlep IDM_mhc_620_mn1_2.5118e-06_dm_50_la2_0.01_laL_0.01_.slha.py 5.725e-05 2.511e-06 620.0 0.0335 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.2583 THSCPM1b IDM_mhc_440_mn1_0.0050118_dm_50_la2_0.01_laL_0.01_.slha.py 2.168 0.005011 440.0 133.329 1[N1,mu-]
Non-excluded CMS-SUS-17-009 4.026 1.907 TSlepSlep IDM_mhc_480_mn1_1.5848e-06_dm_50_la2_0.01_laL_0.01_.slha.py 0.0001484 1.584e-06 480.0 0.03542 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b,THSCPM2b IDM_mhc_980_mn1_7.9432e-05_dm_50_la2_0.01_laL_0.01_.slha.py 1.118e-09 7.943e-05 980.0 0.4225 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_960_mn1_0.025118_dm_50_la2_0.01_laL_0.01_.slha.py 0.03316 0.02511 960.0 138.962 1[N1,mu-]
Excluded CMS-EXO-13-006 0.0 0.0 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_100_mn1_0.79432_dm_50_la2_0.01_laL_0.01_.slha.py 27.879 0.7943 100.0 456775.378 1[N1,mu-]
Non-excluded CMS-SUS-17-009 0.8851 0.5796 TSlepSlep IDM_mhc_600_mn1_1.9952e-05_dm_50_la2_0.01_laL_0.01_.slha.py 9.335e-07 1.995e-05 600.0 0.2843 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.5167 THSCPM1b,THSCPM8 IDM_mhc_240_mn1_0.01_dm_50_la2_0.01_laL_0.01_.slha.py 21.818 0.01 240.0 917.799 1[N1,mu-]
Non-excluded CMS-EXO-13-006 16.704 30.544 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_240_mn1_6.3095e-06_dm_50_la2_0.01_laL_0.01_.slha.py 5.699e-05 6.309e-06 240.0 0.5786 1[N1,mu-]
Non-excluded CMS-EXO-13-006 5.649 177.095 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_140_mn1_7.9432e-06_dm_50_la2_0.01_laL_0.01_.slha.py 0.4751 7.943e-06 140.0 2.239 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_760_mn1_0.079432_dm_50_la2_0.01_laL_0.01_.slha.py 0.2591 0.07943 760.0 704.739 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.1124 THSCPM1b IDM_mhc_480_mn1_0.0079432_dm_50_la2_0.01_laL_0.01_.slha.py 1.552 0.007943 480.0 177.772 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_840_mn1_0.01_dm_50_la2_0.01_laL_0.01_.slha.py 0.1242 0.01 840.0 72.546 1[N1,mu-]
Non-excluded CMS-SUS-17-009 3.15 1.593 TSlepSlep IDM_mhc_500_mn1_2.5118e-06_dm_50_la2_0.01_laL_0.01_.slha.py 6.124e-05 2.511e-06 500.0 0.05165 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_620_mn1_0.031622_dm_50_la2_0.01_laL_0.01_.slha.py 0.676 0.03162 620.0 421.638 1[N1,mu-]
Non-excluded CMS-SUS-17-009 4.485 2.291 TSlepSlep IDM_mhc_460_mn1_1e-06_dm_50_la2_0.01_laL_0.01_.slha.py 0.0003589 1e-06 460.0 0.02436 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_720_mn1_0.31622_dm_50_la2_0.01_laL_0.01_.slha.py 0.3581 0.3162 720.0 3122.262 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 10.848 THSCPM1b,THSCPM8 IDM_mhc_260_mn1_0.0003981_dm_50_la2_0.01_laL_0.01_.slha.py 8.94 0.0003981 260.0 30.928 1[N1,mu-]
Non-excluded CMS-SUS-17-009 0.6655 0.3133 TSlepSlep IDM_mhc_680_mn1_7.9432e-06_dm_50_la2_0.01_laL_0.01_.slha.py 5.496e-06 7.943e-06 680.0 0.08809 1[N1,mu-]
Non-excluded CMS-SUS-17-009 0.1035 0.0 TSlepSlep IDM_mhc_900_mn1_1.9952e-06_dm_50_la2_0.01_laL_0.01_.slha.py 6.145e-05 1.995e-06 900.0 0.01256 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.03121 THSCPM1b IDM_mhc_400_mn1_0.019952_dm_50_la2_0.01_laL_0.01_.slha.py 3.652 0.01995 400.0 644.859 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_680_mn1_0.19952_dm_50_la2_0.01_laL_0.01_.slha.py 0.4357 0.1995 680.0 2212.185 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b,THSCPM2b IDM_mhc_940_mn1_3.981e-05_dm_50_la2_0.01_laL_0.01_.slha.py 4.371e-10 3.981e-05 940.0 0.2305 1[N1,mu-]
Non-excluded CMS-SUS-17-009 1.41 0.7417 TSlepSlep IDM_mhc_580_mn1_6.3095e-06_dm_50_la2_0.01_laL_0.01_.slha.py 9.459e-06 6.309e-06 580.0 0.09625 1[N1,mu-]
Non-excluded CMS-EXO-13-006 0.0 1.359 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_500_mn1_0.00050118_dm_50_la2_0.01_laL_0.01_.slha.py 0.2429 0.0005011 500.0 10.331 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.5229 THSCPM1b,THSCPM8 IDM_mhc_460_mn1_0.0025118_dm_50_la2_0.01_laL_0.01_.slha.py 1.457 0.002511 460.0 61.091 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b,THSCPM2b IDM_mhc_920_mn1_2.5118e-05_dm_50_la2_0.01_laL_0.01_.slha.py 1.451e-09 2.511e-05 920.0 0.1517 1[N1,mu-]
Non-excluded CMS-EXO-13-006 8.589 114.636 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_160_mn1_6.3095e-06_dm_50_la2_0.01_laL_0.01_.slha.py 0.03518 6.309e-06 160.0 1.342 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b,THSCPM2b IDM_mhc_1000_mn1_1e-06_dm_50_la2_0.01_laL_0.01_.slha.py 1.74e-09 1e-06 1000.0 0.005112 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.01607 THSCPM1b,THSCPM8 IDM_mhc_160_mn1_0.19952_dm_50_la2_0.01_laL_0.01_.slha.py 29.01 0.1995 160.0 42435.906 1[N1,mu-]
Non-excluded CMS-EXO-13-006 13.938 23.103 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_260_mn1_7.9432e-06_dm_50_la2_0.01_laL_0.01_.slha.py 5.495e-05 7.943e-06 260.0 0.6166 1[N1,mu-]
Non-excluded CMS-SUS-17-009 12.63 8.452 TSlepSlep IDM_mhc_340_mn1_1.5848e-06_dm_50_la2_0.01_laL_0.01_.slha.py 0.000106 1.584e-06 340.0 0.07123 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b,THSCPM2b IDM_mhc_960_mn1_0.00031622_dm_50_la2_0.01_laL_0.01_.slha.py 4.682e-05 0.0003162 960.0 1.761 1[N1,mu-]
Non-excluded CMS-PAS-EXO-16-036 0.0 0.0 THSCPM1b IDM_mhc_1000_mn1_0.0012589_dm_50_la2_0.01_laL_0.01_.slha.py 0.00296 0.001258 1000.0 6.427 1[N1,mu-]
Non-excluded CMS-SUS-17-009 1.436 1.337 TSlepSlep IDM_mhc_520_mn1_1.9952e-05_dm_50_la2_0.01_laL_0.01_.slha.py 9.811e-07 1.995e-05 520.0 0.3794 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_760_mn1_0.063095_dm_50_la2_0.01_laL_0.01_.slha.py 0.2568 0.06309 760.0 558.999 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_700_mn1_0.050118_dm_50_la2_0.01_laL_0.01_.slha.py 0.3713 0.05011 700.0 523.413 1[N1,mu-]
Non-excluded CMS-PAS-EXO-16-036 0.0 0.0 THSCPM1b IDM_mhc_940_mn1_0.0019952_dm_50_la2_0.01_laL_0.01_.slha.py 0.0113 0.001995 940.0 11.539 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_700_mn1_0.50118_dm_50_la2_0.01_laL_0.01_.slha.py 0.387 0.5011 700.0 5234.136 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 59.436 THSCPM1b,THSCPM8 IDM_mhc_180_mn1_0.0001_dm_50_la2_0.01_laL_0.01_.slha.py 14.926 0.0001 180.0 16.582 1[N1,mu-]
Excluded CMS-EXO-13-006 0.0 0.0 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_100_mn1_0.63095_dm_50_la2_0.01_laL_0.01_.slha.py 27.868 0.6309 100.0 362733.388 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0892 THSCPM1b IDM_mhc_740_mn1_0.0015848_dm_50_la2_0.01_laL_0.01_.slha.py 0.06116 0.001584 740.0 14.836 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b,THSCPM2b IDM_mhc_900_mn1_0.00019952_dm_50_la2_0.01_laL_0.01_.slha.py 6.359e-06 0.0001995 900.0 1.256 1[N1,mu-]
Non-excluded CMS-EXO-13-006 0.5517 0.5795 THSCPM1b,THSCPM2b,THSCPM9 IDM_mhc_600_mn1_5.0118e-05_dm_50_la2_0.01_laL_0.01_.slha.py 1.301e-05 5.011e-05 600.0 0.7149 1[N1,mu-]
Non-excluded CMS-EXO-13-006 5.618 8.453 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_340_mn1_1.2589e-05_dm_50_la2_0.01_laL_0.01_.slha.py 1.288e-05 1.258e-05 340.0 0.5654 1[N1,mu-]
Excluded CMS-EXO-13-006 0.0 11.827 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_140_mn1_0.001_dm_50_la2_0.01_laL_0.01_.slha.py 12.795 0.001 140.0 281.895 1[N1,mu-]
Excluded CMS-EXO-13-006 0.0 1.933 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_100_mn1_0.0079432_dm_50_la2_0.01_laL_0.01_.slha.py 27.663 0.007943 100.0 4567.753 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_860_mn1_0.019952_dm_50_la2_0.01_laL_0.01_.slha.py 0.1261 0.01995 860.0 137.99 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.01019 THSCPM1b IDM_mhc_820_mn1_0.0063095_dm_50_la2_0.01_laL_0.01_.slha.py 0.1233 0.006309 820.0 48.011 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_1000_mn1_0.050118_dm_50_la2_0.01_laL_0.01_.slha.py 0.02724 0.05011 1000.0 256.268 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_620_mn1_0.15848_dm_50_la2_0.01_laL_0.01_.slha.py 0.7075 0.1584 620.0 2114.972 1[N1,mu-]
Non-excluded CMS-SUS-17-009 0.7314 0.3641 TSlepSlep IDM_mhc_660_mn1_1e-05_dm_50_la2_0.01_laL_0.01_.slha.py 3.573e-06 1e-05 660.0 0.1174 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.7198 THSCPM1b,THSCPM8 IDM_mhc_500_mn1_0.0012589_dm_50_la2_0.01_laL_0.01_.slha.py 0.63 0.001258 500.0 25.895 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.1309 THSCPM1b IDM_mhc_660_mn1_0.0019952_dm_50_la2_0.01_laL_0.01_.slha.py 0.1854 0.001995 660.0 23.463 1[N1,mu-]
Non-excluded CMS-EXO-13-006 17.807 41.066 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_220_mn1_6.3095e-06_dm_50_la2_0.01_laL_0.01_.slha.py 0.0006966 6.309e-06 220.0 0.6923 1[N1,mu-]
Excluded CMS-EXO-13-006 0.0 289.255 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_120_mn1_7.9432e-06_dm_50_la2_0.01_laL_0.01_.slha.py 1.756 7.943e-06 120.0 3.102 1[N1,mu-]
Non-excluded CMS-PAS-EXO-16-036 0.0 0.01647 THSCPM1b IDM_mhc_860_mn1_0.0015848_dm_50_la2_0.01_laL_0.01_.slha.py 0.01785 0.001584 860.0 10.962 1[N1,mu-]
Non-excluded CMS-PAS-EXO-16-036 0.0 0.0 THSCPM1b IDM_mhc_960_mn1_0.003981_dm_50_la2_0.01_laL_0.01_.slha.py 0.01775 0.003981 960.0 22.097 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_560_mn1_0.12589_dm_50_la2_0.01_laL_0.01_.slha.py 1.105 0.1258 560.0 2061.932 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_460_mn1_0.3981_dm_50_la2_0.01_laL_0.01_.slha.py 2.123 0.3981 460.0 9672.89 1[N1,mu-]
Non-excluded CMS-SUS-17-009 0.604 0.3641 TSlepSlep IDM_mhc_660_mn1_1.9952e-05_dm_50_la2_0.01_laL_0.01_.slha.py 9.006e-07 1.995e-05 660.0 0.2346 1[N1,mu-]
Non-excluded CMS-SUS-17-009 0.3708 0.08568 TSlepSlep IDM_mhc_780_mn1_3.1622e-06_dm_50_la2_0.01_laL_0.01_.slha.py 2.931e-05 3.162e-06 780.0 0.02659 1[N1,mu-]
Non-excluded CMS-EXO-13-006 5.912 17.685 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_280_mn1_1.9952e-05_dm_50_la2_0.01_laL_0.01_.slha.py 0.01021 1.995e-05 280.0 1.333 1[N1,mu-]
Non-excluded CMS-PAS-EXO-16-036 0.0 0.1626 THSCPM1b IDM_mhc_700_mn1_0.001_dm_50_la2_0.01_laL_0.01_.slha.py 0.04997 0.001 700.0 10.44 1[N1,mu-]
Non-excluded CMS-SUS-17-009 8.791 6.771 TSlepSlep IDM_mhc_360_mn1_3.1622e-06_dm_50_la2_0.01_laL_0.01_.slha.py 2.883e-05 3.162e-06 360.0 0.1264 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.01874 THSCPM1b IDM_mhc_700_mn1_0.0063095_dm_50_la2_0.01_laL_0.01_.slha.py 0.2702 0.006309 700.0 65.995 1[N1,mu-]
Non-excluded CMS-SUS-17-009 1.112 0.4238 TSlepSlep IDM_mhc_640_mn1_2.5118e-06_dm_50_la2_0.01_laL_0.01_.slha.py 5.665e-05 2.511e-06 640.0 0.03142 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b,THSCPM2b IDM_mhc_1000_mn1_3.1622e-06_dm_50_la2_0.01_laL_0.01_.slha.py 1.607e-09 3.162e-06 1000.0 0.01617 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.01036 THSCPM1b,THSCPM8 IDM_mhc_280_mn1_0.12589_dm_50_la2_0.01_laL_0.01_.slha.py 13.085 0.1258 280.0 8396.892 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 1.101 THSCPM1b,THSCPM8 IDM_mhc_240_mn1_0.0050118_dm_50_la2_0.01_laL_0.01_.slha.py 21.719 0.005011 240.0 458.899 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_500_mn1_0.25118_dm_50_la2_0.01_laL_0.01_.slha.py 1.524 0.2511 500.0 5165.627 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.08901 THSCPM1b IDM_mhc_440_mn1_0.012589_dm_50_la2_0.01_laL_0.01_.slha.py 2.416 0.01258 440.0 335.59 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_920_mn1_0.079432_dm_50_la2_0.01_laL_0.01_.slha.py 0.04824 0.07943 920.0 480.114 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_720_mn1_0.025118_dm_50_la2_0.01_laL_0.01_.slha.py 0.3276 0.02511 720.0 248.21 1[N1,mu-]
Non-excluded CMS-EXO-13-006 0.0 0.3673 THSCPM1b,THSCPM2b,THSCPM9 IDM_mhc_640_mn1_0.00050118_dm_50_la2_0.01_laL_0.01_.slha.py 0.03112 0.0005011 640.0 6.264 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.1086 THSCPM1b IDM_mhc_360_mn1_0.015848_dm_50_la2_0.01_laL_0.01_.slha.py 5.379 0.01584 360.0 634.491 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.3859 THSCPM1b,THSCPM8 IDM_mhc_180_mn1_0.019952_dm_50_la2_0.01_laL_0.01_.slha.py 45.744 0.01995 180.0 3322.002 1[N1,mu-]
Non-excluded CMS-SUS-17-009 40.151 41.068 TSlepSlep IDM_mhc_220_mn1_1e-06_dm_50_la2_0.01_laL_0.01_.slha.py 0.0001211 1e-06 220.0 0.1096 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_800_mn1_0.25118_dm_50_la2_0.01_laL_0.01_.slha.py 0.2241 0.2511 800.0 2009.439 1[N1,mu-]
Non-excluded CMS-EXO-13-006 0.7637 1.125 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_540_mn1_5.0118e-05_dm_50_la2_0.01_laL_0.01_.slha.py 6.323e-05 5.011e-05 540.0 0.8848 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_800_mn1_0.1_dm_50_la2_0.01_laL_0.01_.slha.py 0.2201 0.1 800.0 798.894 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_820_mn1_0.012589_dm_50_la2_0.01_laL_0.01_.slha.py 0.1583 0.01258 820.0 95.789 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_540_mn1_0.079432_dm_50_la2_0.01_laL_0.01_.slha.py 1.146 0.07943 540.0 1399.482 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.6348 THSCPM1b,THSCPM8 IDM_mhc_280_mn1_0.0063095_dm_50_la2_0.01_laL_0.01_.slha.py 12.822 0.006309 280.0 421.638 1[N1,mu-]
Non-excluded CMS-SUS-17-009 0.4521 0.3641 TSlepSlep IDM_mhc_660_mn1_3.981e-05_dm_50_la2_0.01_laL_0.01_.slha.py 2.265e-07 3.981e-05 660.0 0.4687 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_940_mn1_1.0_dm_50_la2_0.01_laL_0.01_.slha.py 0.0446 1.0 940.0 5786.714 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.02238 THSCPM1b IDM_mhc_340_mn1_0.03981_dm_50_la2_0.01_laL_0.01_.slha.py 6.853 0.03981 340.0 1793.881 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b,THSCPM2b IDM_mhc_960_mn1_5.0118e-06_dm_50_la2_0.01_laL_0.01_.slha.py 3.942e-10 5.011e-06 960.0 0.02779 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.02597 THSCPM1b,THSCPM8 IDM_mhc_280_mn1_0.050118_dm_50_la2_0.01_laL_0.01_.slha.py 13.004 0.05011 280.0 3344.524 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_740_mn1_0.79432_dm_50_la2_0.01_laL_0.01_.slha.py 0.3078 0.7943 740.0 7418.306 1[N1,mu-]
Non-excluded CMS-PAS-EXO-16-036 0.0 0.1847 THSCPM1b IDM_mhc_680_mn1_0.001_dm_50_la2_0.01_laL_0.01_.slha.py 0.06174 0.001 680.0 11.085 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_580_mn1_1.0_dm_50_la2_0.01_laL_0.01_.slha.py 0.9874 1.0 580.0 15296.663 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.19 THSCPM1b IDM_mhc_500_mn1_0.003981_dm_50_la2_0.01_laL_0.01_.slha.py 1.142 0.003981 500.0 81.878 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_860_mn1_0.12589_dm_50_la2_0.01_laL_0.01_.slha.py 0.146 0.1258 860.0 869.281 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b,THSCPM2b IDM_mhc_920_mn1_0.00025118_dm_50_la2_0.01_laL_0.01_.slha.py 3.29e-05 0.0002511 920.0 1.517 1[N1,mu-]
Non-excluded CMS-EXO-13-006 0.0 11.445 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_320_mn1_0.0001_dm_50_la2_0.01_laL_0.01_.slha.py 0.3916 0.0001 320.0 5.085 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.0228 THSCPM1b IDM_mhc_300_mn1_0.050118_dm_50_la2_0.01_laL_0.01_.slha.py 10.591 0.05011 300.0 2906.14 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.01359 THSCPM1b,THSCPM8 IDM_mhc_240_mn1_0.12589_dm_50_la2_0.01_laL_0.01_.slha.py 22.182 0.1258 240.0 11539.588 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.01256 THSCPM1b IDM_mhc_360_mn1_0.063095_dm_50_la2_0.01_laL_0.01_.slha.py 5.534 0.06309 360.0 2523.362 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_320_mn1_1.0_dm_50_la2_0.01_laL_0.01_.slha.py 8.629 1.0 320.0 50857.464 1[N1,mu-]
Non-excluded CMS-EXO-13-006 1.113 2.279 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_460_mn1_5.0118e-05_dm_50_la2_0.01_laL_0.01_.slha.py 0.00167 5.011e-05 460.0 1.218 1[N1,mu-]
Excluded CMS-EXO-13-006 0.0 300.212 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_120_mn1_1.2589e-05_dm_50_la2_0.01_laL_0.01_.slha.py 4.155 1.258e-05 120.0 4.92 1[N1,mu-]
Non-excluded CMS-PAS-EXO-16-036 0.0 0.0 THSCPM1b IDM_mhc_980_mn1_0.00079432_dm_50_la2_0.01_laL_0.01_.slha.py 0.001076 0.0007943 980.0 4.225 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.1146 THSCPM1b IDM_mhc_700_mn1_0.0015848_dm_50_la2_0.01_laL_0.01_.slha.py 0.09133 0.001584 700.0 16.582 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.01489 THSCPM1b,THSCPM8 IDM_mhc_260_mn1_0.1_dm_50_la2_0.01_laL_0.01_.slha.py 16.889 0.1 260.0 7768.778 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.2951 THSCPM1b IDM_mhc_480_mn1_0.003981_dm_50_la2_0.01_laL_0.01_.slha.py 1.357 0.003981 480.0 88.886 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.01237 THSCPM1b IDM_mhc_900_mn1_0.0019952_dm_50_la2_0.01_laL_0.01_.slha.py 0.01761 0.001995 900.0 12.568 1[N1,mu-]
Excluded CMS-EXO-13-006 0.0 1.396 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_140_mn1_0.0079432_dm_50_la2_0.01_laL_0.01_.slha.py 13.664 0.007943 140.0 2239.806 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_960_mn1_0.03981_dm_50_la2_0.01_laL_0.01_.slha.py 0.03567 0.03981 960.0 220.97 1[N1,mu-]
Non-excluded CMS-EXO-13-006 0.04675 0.0703 THSCPM1b,THSCPM2b,THSCPM9 IDM_mhc_800_mn1_0.00025118_dm_50_la2_0.01_laL_0.01_.slha.py 0.0003207 0.0002511 800.0 2.009 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.561 THSCPM1b,THSCPM8 IDM_mhc_540_mn1_0.0012589_dm_50_la2_0.01_laL_0.01_.slha.py 0.3977 0.001258 540.0 22.171 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b,THSCPM8 IDM_mhc_220_mn1_0.25118_dm_50_la2_0.01_laL_0.01_.slha.py 29.599 0.2511 220.0 27559.631 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_860_mn1_0.3981_dm_50_la2_0.01_laL_0.01_.slha.py 0.1488 0.3981 860.0 2752.119 1[N1,mu-]
Non-excluded CMS-SUS-17-009 0.2445 0.05721 TSlepSlep IDM_mhc_840_mn1_5.0118e-06_dm_50_la2_0.01_laL_0.01_.slha.py 1.105e-05 5.011e-06 840.0 0.03634 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.4562 THSCPM1b,THSCPM8 IDM_mhc_260_mn1_0.01_dm_50_la2_0.01_laL_0.01_.slha.py 16.636 0.01 260.0 776.877 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_860_mn1_0.0063095_dm_50_la2_0.01_laL_0.01_.slha.py 0.0866 0.006309 860.0 43.656 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.01132 THSCPM1b IDM_mhc_460_mn1_0.03981_dm_50_la2_0.01_laL_0.01_.slha.py 2.076 0.03981 460.0 967.289 1[N1,mu-]
Non-excluded CMS-EXO-13-006 41.273 267.446 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_120_mn1_1.5848e-06_dm_50_la2_0.01_laL_0.01_.slha.py 0.0003977 1.584e-06 120.0 0.6185 1[N1,mu-]
