SModelS_status Analysis Disp MT_displaced_xsec THSCPM1b Tx Tx_weights file r_max m(N1) m(H+) ctau(H+) BR(H+)
Excluded ATLAS-SUSY-2018-14 24.464 2.934 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 24.464798323943718}" IDM_mhc_400_mn1_1e-06_dm_5_la2_0.01_laL_0.01_.slha.py 24.464 1e-06 400.0 0.03229 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.2888 0.03036 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 0.2888903923884333}" IDM_mhc_860_mn1_3.981e-05_dm_5_la2_0.01_laL_0.01_.slha.py 0.2888 3.981e-05 860.0 0.2752 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 0.30287783064245705 THSCPM1b "{'THSCPM1b': 0.30287783064245705}" IDM_mhc_900_mn1_0.050118_dm_5_la2_0.01_laL_0.01_.slha.py 0.3028 0.05011 900.0 316.229 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 0.08747883306196014 THSCPM1b "{'THSCPM1b': 0.08747883306196014}" IDM_mhc_920_mn1_0.031622_dm_5_la2_0.01_laL_0.01_.slha.py 0.08747 0.03162 920.0 191.579 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 1.39 48.399713365825875 THSCPM1b "{'THSCPM1b': 48.399713365825875}" IDM_mhc_300_mn1_0.003981_dm_5_la2_0.01_laL_0.01_.slha.py 48.399 0.003981 300.0 230.791 1[N1,mu-]
Non-excluded CMS-EXO-13-006 0.0 1.516 0.4572922751724338 THSCPM1b,THSCPM2b "{'THSCPM1b': 0.4572922751724338, 'THSCPM2b': 9.102942296721115e-05}" IDM_mhc_500_mn1_0.00025118_dm_5_la2_0.01_laL_0.01_.slha.py 0.4573 0.0002511 500.0 5.165 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 146.593 65.177 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 146.59384652012935}" IDM_mhc_180_mn1_1.2589e-06_dm_5_la2_0.01_laL_0.01_.slha.py 146.593 1.258e-06 180.0 0.2094 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.2077 0.1417 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 0.20779569634426162}" IDM_mhc_720_mn1_0.00019952_dm_5_la2_0.01_laL_0.01_.slha.py 0.2077 0.0001995 720.0 1.973 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.5057 0.311 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 0.5057734008686772}" IDM_mhc_620_mn1_0.00012589_dm_5_la2_0.01_laL_0.01_.slha.py 0.5057 0.0001258 620.0 1.686 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 6.055 11.975457180188364 THSCPM1b "{'THSCPM1b': 11.975457180188364}" IDM_mhc_340_mn1_0.00050118_dm_5_la2_0.01_laL_0.01_.slha.py 11.975 0.0005011 340.0 22.525 1[N1,mu-]
Non-excluded CMS-EXO-13-006 0.0 0.1435 0.015598065999102169 THSCPM1b,THSCPM2b "{'THSCPM1b': 0.015598065999102169, 'THSCPM2b': 4.286680370985562e-06}" IDM_mhc_740_mn1_0.0003981_dm_5_la2_0.01_laL_0.01_.slha.py 0.0156 0.0003981 740.0 3.723 1[N1,mu-]
Non-excluded CMS-EXO-13-006 0.0 3.773 0.5848220012665049 THSCPM1b,THSCPM2b "{'THSCPM1b': 0.5848220012665049, 'THSCPM2b': 0.0001848612937232383}" IDM_mhc_400_mn1_0.0001_dm_5_la2_0.01_laL_0.01_.slha.py 0.585 0.0001 400.0 3.229 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 23.271 2.935 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 23.271209442820663}" IDM_mhc_400_mn1_1.2589e-06_dm_5_la2_0.01_laL_0.01_.slha.py 23.271 1.258e-06 400.0 0.04068 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.05118 2.102742165910478 THSCPM1b "{'THSCPM1b': 2.102742165910478}" IDM_mhc_640_mn1_0.012589_dm_5_la2_0.01_laL_0.01_.slha.py 2.102 0.01258 640.0 157.861 1[N1,mu-]
Non-excluded CMS-PAS-EXO-16-036 0.0 0.007473 0.0020502099882321557 THSCPM1b "{'THSCPM1b': 0.0020502099882321557}" IDM_mhc_920_mn1_0.00063095_dm_5_la2_0.01_laL_0.01_.slha.py 0.00205 0.0006309 920.0 3.809 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 0.03335036228358323 THSCPM1b "{'THSCPM1b': 0.03335036228358323}" IDM_mhc_960_mn1_0.1_dm_5_la2_0.01_laL_0.01_.slha.py 0.03335 0.1 960.0 554.289 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.0 22.490313661535115 THSCPM1b "{'THSCPM1b': 22.490313661535115}" IDM_mhc_380_mn1_0.63095_dm_5_la2_0.01_laL_0.01_.slha.py 22.49 0.6309 380.0 22603.317 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.0 3.8086796792900044 THSCPM1b "{'THSCPM1b': 3.8086796792900044}" IDM_mhc_600_mn1_0.25118_dm_5_la2_0.01_laL_0.01_.slha.py 3.808 0.2511 600.0 3581.251 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 2.28 0.2179 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 2.2805438791916104}" IDM_mhc_660_mn1_3.1622e-06_dm_5_la2_0.01_laL_0.01_.slha.py 2.28 3.162e-06 660.0 0.03723 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 0.029553458971979342 THSCPM1b "{'THSCPM1b': 0.029553458971979342}" IDM_mhc_980_mn1_0.19952_dm_5_la2_0.01_laL_0.01_.slha.py 0.02955 0.1995 980.0 1060.897 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.0 2.4439822771109743 THSCPM1b "{'THSCPM1b': 2.4439822771109743}" IDM_mhc_640_mn1_1.0_dm_5_la2_0.01_laL_0.01_.slha.py 2.443 1.0 640.0 12489.048 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.3001 0.0266 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 0.30018639904654854}" IDM_mhc_880_mn1_1.2589e-05_dm_5_la2_0.01_laL_0.01_.slha.py 0.3001 1.258e-05 880.0 0.08326 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 1.787 3.2214535657381407 THSCPM1b "{'THSCPM1b': 3.2214535657381407}" IDM_mhc_460_mn1_0.00079432_dm_5_la2_0.01_laL_0.01_.slha.py 3.221 0.0007943 460.0 19.345 1[N1,mu-]
Non-excluded CMS-EXO-13-006 0.0 9.598 0.5748791443303124 THSCPM1b,THSCPM2b "{'THSCPM1b': 0.5748791443303124, 'THSCPM2b': 0.00018271498054541523}" IDM_mhc_320_mn1_6.3095e-05_dm_5_la2_0.01_laL_0.01_.slha.py 0.575 6.309e-05 320.0 3.208 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 3.63932697235628e-06 THSCPM1b,THSCPM2b "{'THSCPM1b': 3.63932697235628e-06, 'THSCPM2b': 2.8344386774882176e-09}" IDM_mhc_1000_mn1_0.00025118_dm_5_la2_0.01_laL_0.01_.slha.py 3.642e-06 0.0002511 1000.0 1.281 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 6.379 0.8381 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 6.379042213430956}" IDM_mhc_520_mn1_5.0118e-06_dm_5_la2_0.01_laL_0.01_.slha.py 6.379 5.011e-06 520.0 0.09532 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 5.054 2.973 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 5.054838435538513}" IDM_mhc_400_mn1_3.981e-05_dm_5_la2_0.01_laL_0.01_.slha.py 5.054 3.981e-05 400.0 1.289 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.06232 18.55096253599408 THSCPM1b "{'THSCPM1b': 18.55096253599408}" IDM_mhc_400_mn1_0.050118_dm_5_la2_0.01_laL_0.01_.slha.py 18.55 0.05011 400.0 1617.434 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.08796 15.318653672747603 THSCPM1b "{'THSCPM1b': 15.318653672747603}" IDM_mhc_420_mn1_0.031622_dm_5_la2_0.01_laL_0.01_.slha.py 15.318 0.03162 420.0 926.417 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 6.494 0.7022 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 6.49418856369694}" IDM_mhc_540_mn1_2.5118e-06_dm_5_la2_0.01_laL_0.01_.slha.py 6.494 2.511e-06 540.0 0.04424 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.0 18.75804969229404 THSCPM1b "{'THSCPM1b': 18.75804969229404}" IDM_mhc_400_mn1_0.19952_dm_5_la2_0.01_laL_0.01_.slha.py 18.758 0.1995 400.0 6448.593 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 139.262 502.445 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 139.26221013675163}" IDM_mhc_100_mn1_1.9952e-06_dm_5_la2_0.01_laL_0.01_.slha.py 139.262 1.995e-06 100.0 1.147 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.4184 0.03469 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 0.4184601331438024}" IDM_mhc_840_mn1_7.9432e-06_dm_5_la2_0.01_laL_0.01_.slha.py 0.4184 7.943e-06 840.0 0.05752 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.0 5.3407905892864775 THSCPM1b "{'THSCPM1b': 5.3407905892864775}" IDM_mhc_540_mn1_0.1_dm_5_la2_0.01_laL_0.01_.slha.py 5.34 0.1 540.0 1761.847 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 1.264 0.1519 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 1.2646985400325383}" IDM_mhc_700_mn1_1.5848e-06_dm_5_la2_0.01_laL_0.01_.slha.py 1.264 1.584e-06 700.0 0.01658 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.8512 90.10619832215315 THSCPM1b "{'THSCPM1b': 90.10619832215315}" IDM_mhc_240_mn1_0.01_dm_5_la2_0.01_laL_0.01_.slha.py 90.106 0.01 240.0 917.799 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 12.038 5.828 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 12.038209607308408}" IDM_mhc_340_mn1_1.9952e-05_dm_5_la2_0.01_laL_0.01_.slha.py 12.038 1.995e-05 340.0 0.8969 1[N1,mu-]
Non-excluded CMS-PAS-EXO-16-036 0.0 0.2151 0.25449827849164924 THSCPM1b "{'THSCPM1b': 0.25449827849164924}" IDM_mhc_700_mn1_0.0012589_dm_5_la2_0.01_laL_0.01_.slha.py 0.2544 0.001258 700.0 13.155 1[N1,mu-]
Non-excluded CMS-PAS-EXO-16-036 0.0 0.09409 0.057291726985985385 THSCPM1b "{'THSCPM1b': 0.057291726985985385}" IDM_mhc_780_mn1_0.001_dm_5_la2_0.01_laL_0.01_.slha.py 0.05729 0.001 780.0 8.396 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.5306 0.08073 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 0.5306204440028373}" IDM_mhc_760_mn1_5.0118e-05_dm_5_la2_0.01_laL_0.01_.slha.py 0.5306 5.011e-05 760.0 0.4444 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 1.048 0.1522 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 1.0485404311225985}" IDM_mhc_700_mn1_2.5118e-05_dm_5_la2_0.01_laL_0.01_.slha.py 1.048 2.511e-05 700.0 0.2627 1[N1,mu-]
Excluded CMS-EXO-13-006 0.0 762.683 31.969981521528222 THSCPM1b,THSCPM2b "{'THSCPM1b': 31.969981521528222, 'THSCPM2b': 0.005862983812185095}" IDM_mhc_100_mn1_1e-05_dm_5_la2_0.01_laL_0.01_.slha.py 31.975 1e-05 100.0 5.752 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.1057 3.8799539303340436 THSCPM1b "{'THSCPM1b': 3.8799539303340436}" IDM_mhc_580_mn1_0.01_dm_5_la2_0.01_laL_0.01_.slha.py 3.879 0.01 580.0 152.966 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.2195 3.8296982444840504 THSCPM1b "{'THSCPM1b': 3.8296982444840504}" IDM_mhc_560_mn1_0.0050118_dm_5_la2_0.01_laL_0.01_.slha.py 3.829 0.005011 560.0 82.219 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 3.896 0.7024 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 3.896743533015523}" IDM_mhc_540_mn1_1.5848e-05_dm_5_la2_0.01_laL_0.01_.slha.py 3.896 1.584e-05 540.0 0.2791 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.2066 53.242969918764544 THSCPM1b "{'THSCPM1b': 53.242969918764544}" IDM_mhc_280_mn1_0.031622_dm_5_la2_0.01_laL_0.01_.slha.py 53.242 0.03162 280.0 2110.448 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.7025 9.558604246166453 THSCPM1b "{'THSCPM1b': 9.558604246166453}" IDM_mhc_440_mn1_0.0031622_dm_5_la2_0.01_laL_0.01_.slha.py 9.558 0.003162 440.0 84.327 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.8509 1.3865718473349387 THSCPM1b "{'THSCPM1b': 1.3865718473349387}" IDM_mhc_540_mn1_0.001_dm_5_la2_0.01_laL_0.01_.slha.py 1.386 0.001 540.0 17.618 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 25.72 100.466 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 25.720009348017186}" IDM_mhc_160_mn1_6.3095e-06_dm_5_la2_0.01_laL_0.01_.slha.py 25.72 6.309e-06 160.0 1.342 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 1.649 0.187 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 1.649405716867253}" IDM_mhc_680_mn1_7.9432e-06_dm_5_la2_0.01_laL_0.01_.slha.py 1.649 7.943e-06 680.0 0.08809 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.03655 1.2527799191701785 THSCPM1b "{'THSCPM1b': 1.2527799191701785}" IDM_mhc_700_mn1_0.012589_dm_5_la2_0.01_laL_0.01_.slha.py 1.252 0.01258 700.0 131.551 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.02443 5.268873538382604 THSCPM1b "{'THSCPM1b': 5.268873538382604}" IDM_mhc_540_mn1_0.050118_dm_5_la2_0.01_laL_0.01_.slha.py 5.268 0.05011 540.0 884.874 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.03457 4.898295625211101 THSCPM1b "{'THSCPM1b': 4.898295625211101}" IDM_mhc_560_mn1_0.031622_dm_5_la2_0.01_laL_0.01_.slha.py 4.898 0.03162 560.0 517.918 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 0.09332732649753961 THSCPM1b "{'THSCPM1b': 0.09332732649753961}" IDM_mhc_920_mn1_0.31622_dm_5_la2_0.01_laL_0.01_.slha.py 0.09332 0.3162 920.0 1915.795 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 5.849 2.379 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 5.849855241700537}" IDM_mhc_420_mn1_3.1622e-05_dm_5_la2_0.01_laL_0.01_.slha.py 5.849 3.162e-05 420.0 0.9264 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 34.494 7.494 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 34.4942066712023}" IDM_mhc_320_mn1_3.981e-06_dm_5_la2_0.01_laL_0.01_.slha.py 34.494 3.981e-06 320.0 0.2023 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 1.942 0.2546 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 1.9421444848167242}" IDM_mhc_640_mn1_1.2589e-05_dm_5_la2_0.01_laL_0.01_.slha.py 1.942 1.258e-05 640.0 0.1578 1[N1,mu-]
Non-excluded CMS-EXO-13-006 0.0 0.07046 0.008017872619411464 THSCPM1b,THSCPM2b "{'THSCPM1b': 0.008017872619411464, 'THSCPM2b': 2.041715335022149e-06}" IDM_mhc_800_mn1_0.00050118_dm_5_la2_0.01_laL_0.01_.slha.py 0.008019 0.0005011 800.0 4.01 1[N1,mu-]
Non-excluded CMS-PAS-EXO-16-036 0.0 0.0 0.0026955757724294997 THSCPM1b "{'THSCPM1b': 0.0026955757724294997}" IDM_mhc_1000_mn1_0.0012589_dm_5_la2_0.01_laL_0.01_.slha.py 0.002695 0.001258 1000.0 6.427 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 0.02806811545023334 THSCPM1b "{'THSCPM1b': 0.02806811545023334}" IDM_mhc_940_mn1_0.01_dm_5_la2_0.01_laL_0.01_.slha.py 0.02806 0.01 940.0 57.867 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.03391 5.941214308268695 THSCPM1b "{'THSCPM1b': 5.941214308268695}" IDM_mhc_520_mn1_0.03981_dm_5_la2_0.01_laL_0.01_.slha.py 5.941 0.03981 520.0 756.042 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.0 5.404762065021116 THSCPM1b "{'THSCPM1b': 5.404762065021116}" IDM_mhc_540_mn1_0.79432_dm_5_la2_0.01_laL_0.01_.slha.py 5.404 0.7943 540.0 13994.82 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 9.898 47.366713773917716 THSCPM1b "{'THSCPM1b': 47.366713773917716}" IDM_mhc_260_mn1_0.00063095_dm_5_la2_0.01_laL_0.01_.slha.py 47.366 0.0006309 260.0 49.086 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 0.44530019925237574 THSCPM1b "{'THSCPM1b': 0.44530019925237574}" IDM_mhc_840_mn1_0.050118_dm_5_la2_0.01_laL_0.01_.slha.py 0.4453 0.05011 840.0 363.401 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 0.3703815250729314 THSCPM1b "{'THSCPM1b': 0.3703815250729314}" IDM_mhc_860_mn1_0.031622_dm_5_la2_0.01_laL_0.01_.slha.py 0.3703 0.03162 860.0 218.766 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 45.848 25.370106322484805 THSCPM1b "{'THSCPM1b': 25.370106322484805}" IDM_mhc_220_mn1_0.0001_dm_5_la2_0.01_laL_0.01_.slha.py 25.37 0.0001 220.0 10.962 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 3.2057033071843566e-10 THSCPM1b,THSCPM2b "{'THSCPM1b': 3.2057033071843566e-10, 'THSCPM2b': 3.378921916284e-11}" IDM_mhc_960_mn1_1e-05_dm_5_la2_0.01_laL_0.01_.slha.py 3.543e-10 1e-05 960.0 0.05542 1[N1,mu-]
Excluded CMS-EXO-12-026 0.0 0.09714 53.18905233413227 THSCPM1b "{'THSCPM1b': 53.18905233413227}" IDM_mhc_140_mn1_0.19952_dm_5_la2_0.01_laL_0.01_.slha.py 53.189 0.1995 140.0 56218.508 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.0 27.962526251456325 THSCPM1b "{'THSCPM1b': 27.962526251456325}" IDM_mhc_360_mn1_1.0_dm_5_la2_0.01_laL_0.01_.slha.py 27.962 1.0 360.0 40025.753 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 1.648 28.106908781638253 THSCPM1b "{'THSCPM1b': 28.106908781638253}" IDM_mhc_340_mn1_0.0025118_dm_5_la2_0.01_laL_0.01_.slha.py 28.106 0.002511 340.0 112.758 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.2409 0.03036 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 0.2409386866746889}" IDM_mhc_860_mn1_6.3095e-05_dm_5_la2_0.01_laL_0.01_.slha.py 0.2409 6.309e-05 860.0 0.4365 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.02221 0.1530510228765163 THSCPM1b "{'THSCPM1b': 0.1530510228765163}" IDM_mhc_900_mn1_0.0050118_dm_5_la2_0.01_laL_0.01_.slha.py 0.153 0.005011 900.0 31.622 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.01061 34.69331149612318 THSCPM1b "{'THSCPM1b': 34.69331149612318}" IDM_mhc_340_mn1_0.25118_dm_5_la2_0.01_laL_0.01_.slha.py 34.693 0.2511 340.0 11275.826 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 0.5473151099501904 THSCPM1b "{'THSCPM1b': 0.5473151099501904}" IDM_mhc_820_mn1_0.15848_dm_5_la2_0.01_laL_0.01_.slha.py 0.5473 0.1584 820.0 1203.213 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 13.011 13.245 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 13.011007319428558}" IDM_mhc_280_mn1_2.5118e-05_dm_5_la2_0.01_laL_0.01_.slha.py 13.011 2.511e-05 280.0 1.672 1[N1,mu-]
Excluded CMS-EXO-12-026 0.0 11.986 51.560814404115206 THSCPM1b "{'THSCPM1b': 51.560814404115206}" IDM_mhc_140_mn1_0.0015848_dm_5_la2_0.01_laL_0.01_.slha.py 51.56 0.001584 140.0 446.441 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 2.106 89.08455228369756 THSCPM1b "{'THSCPM1b': 89.08455228369756}" IDM_mhc_240_mn1_0.003981_dm_5_la2_0.01_laL_0.01_.slha.py 89.084 0.003981 240.0 364.744 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 30.068 9.681 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 30.068573169830415}" IDM_mhc_300_mn1_7.9432e-06_dm_5_la2_0.01_laL_0.01_.slha.py 30.068 7.943e-06 300.0 0.461 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 0.026349362736244757 THSCPM1b "{'THSCPM1b': 0.026349362736244757}" IDM_mhc_1000_mn1_0.50118_dm_5_la2_0.01_laL_0.01_.slha.py 0.02634 0.5011 1000.0 2562.687 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.05209 53.39201709107015 THSCPM1b "{'THSCPM1b': 53.39201709107015}" IDM_mhc_280_mn1_0.12589_dm_5_la2_0.01_laL_0.01_.slha.py 53.392 0.1258 280.0 8396.892 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 3.544 60.15238448305353 THSCPM1b "{'THSCPM1b': 60.15238448305353}" IDM_mhc_260_mn1_0.0019952_dm_5_la2_0.01_laL_0.01_.slha.py 60.152 0.001995 260.0 155.375 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 1.005 0.187 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 1.0054101669413933}" IDM_mhc_680_mn1_3.981e-05_dm_5_la2_0.01_laL_0.01_.slha.py 1.005 3.981e-05 680.0 0.4414 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.04503 0.20595024169946044 THSCPM1b "{'THSCPM1b': 0.20595024169946044}" IDM_mhc_820_mn1_0.0031622_dm_5_la2_0.01_laL_0.01_.slha.py 0.2059 0.003162 820.0 24.064 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 79.643 44.615 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 79.64398111968188}" IDM_mhc_200_mn1_3.1622e-06_dm_5_la2_0.01_laL_0.01_.slha.py 79.643 3.162e-06 200.0 0.4225 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 2.6553743160449938e-05 THSCPM1b,THSCPM2b "{'THSCPM1b': 2.6553743160449938e-05, 'THSCPM2b': 1.6478673703835387e-08}" IDM_mhc_1000_mn1_0.00031622_dm_5_la2_0.01_laL_0.01_.slha.py 2.657e-05 0.0003162 1000.0 1.617 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.9167 1.811 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 0.9167791141016991}" IDM_mhc_460_mn1_0.0001_dm_5_la2_0.01_laL_0.01_.slha.py 0.9167 0.0001 460.0 2.436 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.07085 34.47406345651801 THSCPM1b "{'THSCPM1b': 34.47406345651801}" IDM_mhc_340_mn1_0.063095_dm_5_la2_0.01_laL_0.01_.slha.py 34.474 0.06309 340.0 2835.157 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 0.030256423852409096 THSCPM1b "{'THSCPM1b': 0.030256423852409096}" IDM_mhc_980_mn1_0.50118_dm_5_la2_0.01_laL_0.01_.slha.py 0.03025 0.5011 980.0 2666.58 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.1104 15.216131935868754 THSCPM1b "{'THSCPM1b': 15.216131935868754}" IDM_mhc_420_mn1_0.025118_dm_5_la2_0.01_laL_0.01_.slha.py 15.216 0.02511 420.0 736.294 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 37.398 160.767 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 37.39860134629022}" IDM_mhc_140_mn1_5.0118e-06_dm_5_la2_0.01_laL_0.01_.slha.py 37.398 5.011e-06 140.0 1.409 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 4.685 42.65397405142318 THSCPM1b "{'THSCPM1b': 42.65397405142318}" IDM_mhc_280_mn1_0.0012589_dm_5_la2_0.01_laL_0.01_.slha.py 42.653 0.001258 280.0 83.968 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.01528 0.5690987376652177 THSCPM1b "{'THSCPM1b': 0.5690987376652177}" IDM_mhc_780_mn1_0.015848_dm_5_la2_0.01_laL_0.01_.slha.py 0.569 0.01584 780.0 133.329 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 88.883 268.377 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 88.88382400221761}" IDM_mhc_120_mn1_2.5118e-06_dm_5_la2_0.01_laL_0.01_.slha.py 88.883 2.511e-06 120.0 0.9817 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 5.811 0.5819 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 5.811902835735176}" IDM_mhc_560_mn1_1.9952e-06_dm_5_la2_0.01_laL_0.01_.slha.py 5.811 1.995e-06 560.0 0.03267 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 1.4848115685176658e-09 THSCPM1b,THSCPM2b "{'THSCPM1b': 1.4848115685176658e-09, 'THSCPM2b': 2.9017750656726054e-12}" IDM_mhc_1000_mn1_0.0001_dm_5_la2_0.01_laL_0.01_.slha.py 1.487e-09 0.0001 1000.0 0.5112 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.2504 5.900878766049461 THSCPM1b "{'THSCPM1b': 5.900878766049461}" IDM_mhc_500_mn1_0.0063095_dm_5_la2_0.01_laL_0.01_.slha.py 5.9 0.006309 500.0 129.82 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 31.619 4.616 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 31.61944675264179}" IDM_mhc_360_mn1_1.5848e-06_dm_5_la2_0.01_laL_0.01_.slha.py 31.619 1.584e-06 360.0 0.06344 1[N1,mu-]
