SModelS_status Analysis Disp MT_displaced_xsec THSCPM1b Tx Tx_weights file r_max m(N1) m(H+) ctau(H+) BR(H+)
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 1.4224053527434446e-09 THSCPM1b,THSCPM2b "{'THSCPM1b': 1.4224053527434446e-09, 'THSCPM2b': 2.1931625020870927e-11}" IDM_mhc_1000_mn1_1.2589e-05_dm_5_la2_0.01_laL_0.01_.slha.py 1.444e-09 1.258e-05 1000.0 0.06427 1[N1,mu-]
Non-excluded CMS-EXO-13-006 0.0 0.07426 0.006637438433057513 THSCPM1b,THSCPM2b "{'THSCPM1b': 0.006637438433057513, 'THSCPM2b': 2.018761484993194e-06}" IDM_mhc_780_mn1_0.0003981_dm_5_la2_0.01_laL_0.01_.slha.py 0.006639 0.0003981 780.0 3.35 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 59.037 98.961 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 59.037380385596634}" IDM_mhc_160_mn1_3.981e-06_dm_5_la2_0.01_laL_0.01_.slha.py 59.037 3.981e-06 160.0 0.8468 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 0.35125524108449624 THSCPM1b "{'THSCPM1b': 0.35125524108449624}" IDM_mhc_880_mn1_0.1_dm_5_la2_0.01_laL_0.01_.slha.py 0.3512 0.1 880.0 659.956 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.02909 0.910882392167721 THSCPM1b "{'THSCPM1b': 0.910882392167721}" IDM_mhc_740_mn1_0.012589_dm_5_la2_0.01_laL_0.01_.slha.py 0.9108 0.01258 740.0 117.456 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.239 11.614827495573811 THSCPM1b "{'THSCPM1b': 11.614827495573811}" IDM_mhc_440_mn1_0.01_dm_5_la2_0.01_laL_0.01_.slha.py 11.614 0.01 440.0 266.298 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 11.413 3.687 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 11.413448849803975}" IDM_mhc_380_mn1_1.5848e-05_dm_5_la2_0.01_laL_0.01_.slha.py 11.413 1.584e-05 380.0 0.5686 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 2.762 0.4918 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 2.7628741276370588}" IDM_mhc_580_mn1_1.9952e-05_dm_5_la2_0.01_laL_0.01_.slha.py 2.762 1.995e-05 580.0 0.3045 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 0.2532796839108668 THSCPM1b "{'THSCPM1b': 0.2532796839108668}" IDM_mhc_880_mn1_0.01_dm_5_la2_0.01_laL_0.01_.slha.py 0.2532 0.01 880.0 65.995 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.2639 2.2511986922761835 THSCPM1b "{'THSCPM1b': 2.2511986922761835}" IDM_mhc_600_mn1_0.0031622_dm_5_la2_0.01_laL_0.01_.slha.py 2.251 0.003162 600.0 45.051 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.02991 6.935832889702792 THSCPM1b "{'THSCPM1b': 6.935832889702792}" IDM_mhc_500_mn1_0.050118_dm_5_la2_0.01_laL_0.01_.slha.py 6.935 0.05011 500.0 1033.125 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.04806 5.8926327915480625 THSCPM1b "{'THSCPM1b': 5.8926327915480625}" IDM_mhc_520_mn1_0.031622_dm_5_la2_0.01_laL_0.01_.slha.py 5.892 0.03162 520.0 601.606 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.07893 0.8602511572310932 THSCPM1b "{'THSCPM1b': 0.8602511572310932}" IDM_mhc_720_mn1_0.0050118_dm_5_la2_0.01_laL_0.01_.slha.py 0.8602 0.005011 720.0 49.455 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.746 1.8349047368496192 THSCPM1b "{'THSCPM1b': 1.8349047368496192}" IDM_mhc_540_mn1_0.0012589_dm_5_la2_0.01_laL_0.01_.slha.py 1.834 0.001258 540.0 22.171 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.02583 0.000170088897284445 THSCPM1b,THSCPM2b "{'THSCPM1b': 0.000170088897284445, 'THSCPM2b': 1.0187253310340725e-07}" IDM_mhc_880_mn1_0.00025118_dm_5_la2_0.01_laL_0.01_.slha.py 0.0001701 0.0002511 880.0 1.658 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.9507 1.1 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 0.9507308173691777}" IDM_mhc_500_mn1_0.0001_dm_5_la2_0.01_laL_0.01_.slha.py 0.9507 0.0001 500.0 2.057 1[N1,mu-]
Excluded CMS-EXO-13-006 0.0 36.351 69.8769798894589 THSCPM1b,THSCPM2b "{'THSCPM1b': 69.8769798894589, 'THSCPM2b': 0.0003289937467370324}" IDM_mhc_120_mn1_0.00063095_dm_5_la2_0.01_laL_0.01_.slha.py 69.877 0.0006309 120.0 246.35 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 0.5854110943030983 THSCPM1b "{'THSCPM1b': 0.5854110943030983}" IDM_mhc_800_mn1_0.050118_dm_5_la2_0.01_laL_0.01_.slha.py 0.5854 0.05011 800.0 401.071 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 0.5053212178849669 THSCPM1b "{'THSCPM1b': 0.5053212178849669}" IDM_mhc_820_mn1_0.031622_dm_5_la2_0.01_laL_0.01_.slha.py 0.5053 0.03162 820.0 240.642 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 5.503 1.004 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 5.503116747013554}" IDM_mhc_500_mn1_1.2589e-05_dm_5_la2_0.01_laL_0.01_.slha.py 5.503 1.258e-05 500.0 0.2589 1[N1,mu-]
Excluded CMS-EXO-13-006 0.0 0.5973 73.71014100388818 THSCPM1b,THSCPM2b "{'THSCPM1b': 73.71014100388818, 'THSCPM2b': 5.676129069579299e-06}" IDM_mhc_120_mn1_0.03981_dm_5_la2_0.01_laL_0.01_.slha.py 73.71 0.03981 120.0 15537.556 1[N1,mu-]
Excluded CMS-EXO-12-026 0.0 0.02059 53.19896596022154 THSCPM1b "{'THSCPM1b': 53.19896596022154}" IDM_mhc_140_mn1_0.79432_dm_5_la2_0.01_laL_0.01_.slha.py 53.198 0.7943 140.0 223980.662 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 3.299 41.36034371594631 THSCPM1b "{'THSCPM1b': 41.36034371594631}" IDM_mhc_300_mn1_0.0015848_dm_5_la2_0.01_laL_0.01_.slha.py 41.36 0.001584 300.0 91.779 1[N1,mu-]
Non-excluded CMS-PAS-EXO-16-036 0.0 0.01985 0.01280402798498296 THSCPM1b "{'THSCPM1b': 0.01280402798498296}" IDM_mhc_920_mn1_0.0012589_dm_5_la2_0.01_laL_0.01_.slha.py 0.0128 0.001258 920.0 7.618 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.6344 0.08073 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 0.6344458576019681}" IDM_mhc_760_mn1_3.1622e-05_dm_5_la2_0.01_laL_0.01_.slha.py 0.6344 3.162e-05 760.0 0.2802 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 8.736418117282442e-10 THSCPM1b,THSCPM2b "{'THSCPM1b': 8.736418117282442e-10, 'THSCPM2b': 2.1690052675715344e-10}" IDM_mhc_980_mn1_1.2589e-06_dm_5_la2_0.01_laL_0.01_.slha.py 1.09e-09 1.258e-06 980.0 0.006711 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.0 5.3772019843500765 THSCPM1b "{'THSCPM1b': 5.3772019843500765}" IDM_mhc_540_mn1_0.19952_dm_5_la2_0.01_laL_0.01_.slha.py 5.377 0.1995 540.0 3517.414 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 53.284 31.501 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 53.28438697576566}" IDM_mhc_220_mn1_6.3095e-06_dm_5_la2_0.01_laL_0.01_.slha.py 53.284 6.309e-06 220.0 0.6923 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 4.2687187274448234e-05 THSCPM1b,THSCPM2b "{'THSCPM1b': 4.2687187274448234e-05, 'THSCPM2b': 2.4888620490307993e-08}" IDM_mhc_960_mn1_0.00031622_dm_5_la2_0.01_laL_0.01_.slha.py 4.271e-05 0.0003162 960.0 1.761 1[N1,mu-]
Excluded CMS-EXO-12-026 0.0 11.91 115.75675999463697 THSCPM1b "{'THSCPM1b': 115.75675999463697}" IDM_mhc_100_mn1_0.0025118_dm_5_la2_0.01_laL_0.01_.slha.py 115.756 0.002511 100.0 1440.342 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.0 1.1055170907469138 THSCPM1b "{'THSCPM1b': 1.1055170907469138}" IDM_mhc_740_mn1_0.25118_dm_5_la2_0.01_laL_0.01_.slha.py 1.105 0.2511 740.0 2349.13 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.9278 68.47408344925321 THSCPM1b "{'THSCPM1b': 68.47408344925321}" IDM_mhc_260_mn1_0.0079432_dm_5_la2_0.01_laL_0.01_.slha.py 68.474 0.007943 260.0 616.646 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 6.111 1.909 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 6.111189079707531}" IDM_mhc_440_mn1_2.5118e-05_dm_5_la2_0.01_laL_0.01_.slha.py 6.111 2.511e-05 440.0 0.6689 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 13.1 1.568 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 13.10056416452749}" IDM_mhc_460_mn1_1e-06_dm_5_la2_0.01_laL_0.01_.slha.py 13.1 1e-06 460.0 0.02436 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.9838 1.454 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 0.9838293430996434}" IDM_mhc_480_mn1_0.0001_dm_5_la2_0.01_laL_0.01_.slha.py 0.9838 0.0001 480.0 2.234 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 3.834 2.44 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 3.8349092904538398}" IDM_mhc_420_mn1_5.0118e-05_dm_5_la2_0.01_laL_0.01_.slha.py 3.834 5.011e-05 420.0 1.461 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 4.2732469045061153e-10 THSCPM1b,THSCPM2b "{'THSCPM1b': 4.2732469045061153e-10, 'THSCPM2b': 4.665149123810663e-12}" IDM_mhc_940_mn1_7.9432e-05_dm_5_la2_0.01_laL_0.01_.slha.py 4.319e-10 7.943e-05 940.0 0.4599 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.0 1.745253882246928 THSCPM1b "{'THSCPM1b': 1.745253882246928}" IDM_mhc_680_mn1_0.12589_dm_5_la2_0.01_laL_0.01_.slha.py 1.745 0.1258 680.0 1399.482 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 2.849 160.04574456835826 THSCPM1b "{'THSCPM1b': 160.04574456835826}" IDM_mhc_200_mn1_0.003981_dm_5_la2_0.01_laL_0.01_.slha.py 160.045 0.003981 200.0 531.878 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 2.635 0.4168 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 2.6356773354011107}" IDM_mhc_600_mn1_1.5848e-05_dm_5_la2_0.01_laL_0.01_.slha.py 2.635 1.584e-05 600.0 0.2257 1[N1,mu-]
Excluded CMS-EXO-13-006 0.0 0.07524 73.95863591361338 THSCPM1b,THSCPM2b "{'THSCPM1b': 73.95863591361338, 'THSCPM2b': 7.148548222399318e-07}" IDM_mhc_120_mn1_0.31622_dm_5_la2_0.01_laL_0.01_.slha.py 73.958 0.3162 120.0 123329.352 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.0 43.38059210388557 THSCPM1b "{'THSCPM1b': 43.38059210388557}" IDM_mhc_320_mn1_0.50118_dm_5_la2_0.01_laL_0.01_.slha.py 43.38 0.5011 320.0 25461.543 1[N1,mu-]
Non-excluded CMS-PAS-EXO-16-036 0.0 0.04136 0.014785903355049082 THSCPM1b "{'THSCPM1b': 0.014785903355049082}" IDM_mhc_900_mn1_0.001_dm_5_la2_0.01_laL_0.01_.slha.py 0.01478 0.001 900.0 6.304 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 2.661 1.995 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 2.66149091515438}" IDM_mhc_440_mn1_6.3095e-05_dm_5_la2_0.01_laL_0.01_.slha.py 2.661 6.309e-05 440.0 1.686 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.03908 0.2528379325868464 THSCPM1b "{'THSCPM1b': 0.2528379325868464}" IDM_mhc_820_mn1_0.003981_dm_5_la2_0.01_laL_0.01_.slha.py 0.2528 0.003981 820.0 30.311 1[N1,mu-]
Excluded CMS-EXO-13-006 0.0 5.302 4.2763103108209775 THSCPM1b,THSCPM2b "{'THSCPM1b': 4.2763103108209775, 'THSCPM2b': 0.0004129748478244125}" IDM_mhc_380_mn1_0.00031622_dm_5_la2_0.01_laL_0.01_.slha.py 4.276 0.0003162 380.0 11.34 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 80.68 31.504 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 80.68033082536604}" IDM_mhc_220_mn1_2.5118e-06_dm_5_la2_0.01_laL_0.01_.slha.py 80.68 2.511e-06 220.0 0.2755 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 54.626 22.803 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 54.62634081643069}" IDM_mhc_240_mn1_5.0118e-06_dm_5_la2_0.01_laL_0.01_.slha.py 54.626 5.011e-06 240.0 0.4588 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 2.129 0.2177 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 2.1292147215406856}" IDM_mhc_660_mn1_1.9952e-06_dm_5_la2_0.01_laL_0.01_.slha.py 2.129 1.995e-06 660.0 0.02346 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 33.244 4.616 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 33.24448478479637}" IDM_mhc_360_mn1_1.2589e-06_dm_5_la2_0.01_laL_0.01_.slha.py 33.244 1.258e-06 360.0 0.05033 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.0 2.4369082398735045 THSCPM1b "{'THSCPM1b': 2.4369082398735045}" IDM_mhc_640_mn1_0.3981_dm_5_la2_0.01_laL_0.01_.slha.py 2.436 0.3981 640.0 4983.004 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 2.484 0.7024 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 2.484735888811917}" IDM_mhc_540_mn1_3.981e-05_dm_5_la2_0.01_laL_0.01_.slha.py 2.484 3.981e-05 540.0 0.7022 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 1.0232124933108578e-09 THSCPM1b,THSCPM2b "{'THSCPM1b': 1.0232124933108578e-09, 'THSCPM2b': 3.2173628494463835e-12}" IDM_mhc_980_mn1_0.0001_dm_5_la2_0.01_laL_0.01_.slha.py 1.026e-09 0.0001 980.0 0.5318 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.3649 160.6781401953291 THSCPM1b "{'THSCPM1b': 160.6781401953291}" IDM_mhc_200_mn1_0.031622_dm_5_la2_0.01_laL_0.01_.slha.py 160.678 0.03162 200.0 4225.416 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.198 120.50272856761222 THSCPM1b "{'THSCPM1b': 120.50272856761222}" IDM_mhc_220_mn1_0.050118_dm_5_la2_0.01_laL_0.01_.slha.py 120.502 0.05011 220.0 5496.572 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 5.979 31.894427431022674 THSCPM1b "{'THSCPM1b': 31.894427431022674}" IDM_mhc_300_mn1_0.00079432_dm_5_la2_0.01_laL_0.01_.slha.py 31.894 0.0007943 300.0 46.104 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.01885 0.5431849144435812 THSCPM1b "{'THSCPM1b': 0.5431849144435812}" IDM_mhc_780_mn1_0.012589_dm_5_la2_0.01_laL_0.01_.slha.py 0.5431 0.01258 780.0 106.089 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 74.401 529.602 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 74.4013726711354}" IDM_mhc_100_mn1_3.1622e-06_dm_5_la2_0.01_laL_0.01_.slha.py 74.401 3.162e-06 100.0 1.81 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 3.804 44.22249907097795 THSCPM1b "{'THSCPM1b': 44.22249907097795}" IDM_mhc_280_mn1_0.0015848_dm_5_la2_0.01_laL_0.01_.slha.py 44.222 0.001584 280.0 106.089 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.05601 0.27642892025160976 THSCPM1b "{'THSCPM1b': 0.27642892025160976}" IDM_mhc_780_mn1_0.0031622_dm_5_la2_0.01_laL_0.01_.slha.py 0.2764 0.003162 780.0 26.593 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.01057 2.7218328480248267e-09 THSCPM1b,THSCPM2b "{'THSCPM1b': 2.7218328480248267e-09, 'THSCPM2b': 1.9938317460128656e-11}" IDM_mhc_920_mn1_3.981e-05_dm_5_la2_0.01_laL_0.01_.slha.py 2.741e-09 3.981e-05 920.0 0.2406 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 5.208 0.8381 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 5.208598364967116}" IDM_mhc_520_mn1_1e-05_dm_5_la2_0.01_laL_0.01_.slha.py 5.208 1e-05 520.0 0.1897 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.03977 27.81192815060992 THSCPM1b "{'THSCPM1b': 27.81192815060992}" IDM_mhc_360_mn1_0.1_dm_5_la2_0.01_laL_0.01_.slha.py 27.811 0.1 360.0 4002.575 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.4378 0.04551 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 0.4378403907859666}" IDM_mhc_800_mn1_3.1622e-05_dm_5_la2_0.01_laL_0.01_.slha.py 0.4378 3.162e-05 800.0 0.2529 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 19.054 27.217633846285526 THSCPM1b "{'THSCPM1b': 27.217633846285526}" IDM_mhc_260_mn1_0.00025118_dm_5_la2_0.01_laL_0.01_.slha.py 27.217 0.0002511 260.0 19.537 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 3.112 3.278398475851034 THSCPM1b "{'THSCPM1b': 3.278398475851034}" IDM_mhc_420_mn1_0.00050118_dm_5_la2_0.01_laL_0.01_.slha.py 3.278 0.0005011 420.0 14.616 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 9.989 1.296 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 9.98974524053559}" IDM_mhc_480_mn1_3.1622e-06_dm_5_la2_0.01_laL_0.01_.slha.py 9.989 3.162e-06 480.0 0.07072 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.6853 31.944906980316393 THSCPM1b "{'THSCPM1b': 31.944906980316393}" IDM_mhc_340_mn1_0.0063095_dm_5_la2_0.01_laL_0.01_.slha.py 31.944 0.006309 340.0 283.515 1[N1,mu-]
Non-excluded CMS-PAS-EXO-16-036 0.0 0.2968 0.17941597908404233 THSCPM1b "{'THSCPM1b': 0.17941597908404233}" IDM_mhc_680_mn1_0.00079432_dm_5_la2_0.01_laL_0.01_.slha.py 0.1794 0.0007943 680.0 8.809 1[N1,mu-]
Excluded CMS-EXO-13-006 0.0 119.787 39.16665882521875 THSCPM1b,THSCPM2b "{'THSCPM1b': 39.16665882521875, 'THSCPM2b': 0.0012714441714758594}" IDM_mhc_140_mn1_0.00012589_dm_5_la2_0.01_laL_0.01_.slha.py 39.167 0.0001258 140.0 35.49 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 15.438 106.0709804773901 THSCPM1b "{'THSCPM1b': 106.0709804773901}" IDM_mhc_160_mn1_0.001_dm_5_la2_0.01_laL_0.01_.slha.py 106.071 0.001 160.0 212.866 1[N1,mu-]
Non-excluded CMS-EXO-13-006 0.0 0.641 0.1952550999157262 THSCPM1b,THSCPM2b "{'THSCPM1b': 0.1952550999157262, 'THSCPM2b': 3.492285423312241e-05}" IDM_mhc_600_mn1_0.0003981_dm_5_la2_0.01_laL_0.01_.slha.py 0.1952 0.0003981 600.0 5.67 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.249 0.0455 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 0.2490936599355731}" IDM_mhc_800_mn1_0.0001_dm_5_la2_0.01_laL_0.01_.slha.py 0.249 0.0001 800.0 0.7988 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 3.3846563606352593e-10 THSCPM1b,THSCPM2b "{'THSCPM1b': 3.3846563606352593e-10, 'THSCPM2b': 2.1592780856919086e-11}" IDM_mhc_960_mn1_1.5848e-05_dm_5_la2_0.01_laL_0.01_.slha.py 3.6e-10 1.584e-05 960.0 0.08809 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.3382 4.466123693830028 THSCPM1b "{'THSCPM1b': 4.466123693830028}" IDM_mhc_520_mn1_0.003981_dm_5_la2_0.01_laL_0.01_.slha.py 4.466 0.003981 520.0 75.604 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.8595 0.2974 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 0.8595596048745168}" IDM_mhc_620_mn1_7.9432e-05_dm_5_la2_0.01_laL_0.01_.slha.py 0.8595 7.943e-05 620.0 1.06 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.0 34.737747550653125 THSCPM1b "{'THSCPM1b': 34.737747550653125}" IDM_mhc_340_mn1_0.63095_dm_5_la2_0.01_laL_0.01_.slha.py 34.737 0.6309 340.0 28351.575 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 0.03910569298251702 THSCPM1b "{'THSCPM1b': 0.03910569298251702}" IDM_mhc_940_mn1_0.19952_dm_5_la2_0.01_laL_0.01_.slha.py 0.0391 0.1995 940.0 1153.958 1[N1,mu-]
Non-excluded CMS-EXO-13-006 0.0 0.6079 0.12779201290548278 THSCPM1b,THSCPM2b "{'THSCPM1b': 0.12779201290548278, 'THSCPM2b': 2.909027941998788e-05}" IDM_mhc_600_mn1_0.00031622_dm_5_la2_0.01_laL_0.01_.slha.py 0.1278 0.0003162 600.0 4.505 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.0 1.4762150128294695 THSCPM1b "{'THSCPM1b': 1.4762150128294695}" IDM_mhc_700_mn1_0.12589_dm_5_la2_0.01_laL_0.01_.slha.py 1.476 0.1258 700.0 1315.513 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 29.959 27.352151629918403 THSCPM1b "{'THSCPM1b': 27.352151629918403}" IDM_mhc_240_mn1_0.00015848_dm_5_la2_0.01_laL_0.01_.slha.py 27.352 0.0001584 240.0 14.509 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.02951 1.3006570843283647 THSCPM1b "{'THSCPM1b': 1.3006570843283647}" IDM_mhc_700_mn1_0.015848_dm_5_la2_0.01_laL_0.01_.slha.py 1.3 0.01584 700.0 165.82 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.1769 34.03561862034534 THSCPM1b "{'THSCPM1b': 34.03561862034534}" IDM_mhc_340_mn1_0.025118_dm_5_la2_0.01_laL_0.01_.slha.py 34.035 0.02511 340.0 1127.582 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.09843 8.258227919612976 THSCPM1b "{'THSCPM1b': 8.258227919612976}" IDM_mhc_480_mn1_0.019952_dm_5_la2_0.01_laL_0.01_.slha.py 8.258 0.01995 480.0 445.433 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 4.223 0.7024 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 4.223465889435905}" IDM_mhc_540_mn1_1.2589e-05_dm_5_la2_0.01_laL_0.01_.slha.py 4.223 1.258e-05 540.0 0.2217 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 1.209 10.422518149274396 THSCPM1b "{'THSCPM1b': 10.422518149274396}" IDM_mhc_420_mn1_0.0019952_dm_5_la2_0.01_laL_0.01_.slha.py 10.422 0.001995 420.0 58.38 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.04433 15.518111035953757 THSCPM1b "{'THSCPM1b': 15.518111035953757}" IDM_mhc_420_mn1_0.063095_dm_5_la2_0.01_laL_0.01_.slha.py 15.518 0.06309 420.0 1844.177 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 2.173 0.2973 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 2.1733014121539274}" IDM_mhc_620_mn1_1e-06_dm_5_la2_0.01_laL_0.01_.slha.py 2.173 1e-06 620.0 0.01333 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.1955 0.3531879797833089 THSCPM1b "{'THSCPM1b': 0.3531879797833089}" IDM_mhc_700_mn1_0.0015848_dm_5_la2_0.01_laL_0.01_.slha.py 0.3531 0.001584 700.0 16.582 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.8786 0.1312 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 0.8786264540545355}" IDM_mhc_720_mn1_3.1622e-05_dm_5_la2_0.01_laL_0.01_.slha.py 0.8786 3.162e-05 720.0 0.3122 1[N1,mu-]
Non-excluded CMS-PAS-EXO-16-036 0.0 0.0 0.004216535624995648 THSCPM1b "{'THSCPM1b': 0.004216535624995648}" IDM_mhc_1000_mn1_0.0015848_dm_5_la2_0.01_laL_0.01_.slha.py 0.004216 0.001584 1000.0 8.087 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 3.672 0.4918 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 3.6726321667548385}" IDM_mhc_580_mn1_7.9432e-06_dm_5_la2_0.01_laL_0.01_.slha.py 3.672 7.943e-06 580.0 0.121 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.2572 0.02655 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 0.2572543068791905}" IDM_mhc_880_mn1_2.5118e-06_dm_5_la2_0.01_laL_0.01_.slha.py 0.2572 2.511e-06 880.0 0.01658 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.2765 0.02332 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 0.27656772261654816}" IDM_mhc_900_mn1_3.981e-06_dm_5_la2_0.01_laL_0.01_.slha.py 0.2765 3.981e-06 900.0 0.02513 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.02297 203.95865349840352 THSCPM1b "{'THSCPM1b': 203.95865349840352}" IDM_mhc_180_mn1_0.50118_dm_5_la2_0.01_laL_0.01_.slha.py 203.958 0.5011 180.0 83260.322 1[N1,mu-]
