SModelS_status Analysis MT_displaced_xsec MT_max MT_max_xsec MT_outgrid_xsec MT_prompt_xsec MT_total_xsec Tx file r_max m(N1) m(H+) ctau(H+) BR(H+)
Non-excluded ATLAS-SUSY-2016-32 0.04839 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.04839 0.0 0.0 0.04839 THSCPM1b,THSCPM2b,THSCPM9 IDM_mhc_860_mn1_0.00025118_dm_50_la2_0.01_laL_0.01_.slha.py 8.323e-05 0.0002511 860.0 1.73 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 No-missing-topologies 0.0 0.0 0.0 0.0 THSCPM1b IDM_mhc_900_mn1_0.12589_dm_50_la2_0.01_laL_0.01_.slha.py 0.1148 0.1258 900.0 795.673 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.01602 "[[],[[jet,jet]]]  (HSCP,HSCP)" 1.14 0.0 1.709 1.709 THSCPM1b IDM_mhc_480_mn1_0.025118_dm_50_la2_0.01_laL_0.01_.slha.py 1.703 0.02511 480.0 560.587 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 4.414 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 2.455 0.0 0.0 4.329 TSmuSmuDisp IDM_mhc_400_mn1_5.0118e-05_dm_50_la2_0.01_laL_0.01_.slha.py 1.289 5.011e-05 400.0 1.617 1[N1,mu-]
Excluded CMS-EXO-13-006 186.204 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 72.517 0.0 2.837 129.514 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_140_mn1_1.2589e-05_dm_50_la2_0.01_laL_0.01_.slha.py 1.503 1.258e-05 140.0 3.549 1[N1,mu-]
Excluded CMS-EXO-13-006 10.379 "[[],[[jet,jet]]]  (HSCP,HSCP)" 253.756 0.0144 380.423 380.423 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_100_mn1_0.0015848_dm_50_la2_0.01_laL_0.01_.slha.py 27.425 0.001584 100.0 909.34 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.05665 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.05723 0.0 0.0 0.05723 TSmuSmuDisp IDM_mhc_840_mn1_1e-06_dm_50_la2_0.01_laL_0.01_.slha.py 0.1005 1e-06 840.0 0.007254 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.2461 "[[],[[jet,jet]]]  (HSCP,HSCP)" 23.001 0.0 34.482 34.482 THSCPM1b,THSCPM8 IDM_mhc_220_mn1_0.019952_dm_50_la2_0.01_laL_0.01_.slha.py 29.184 0.01995 220.0 2187.66 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 No-missing-topologies 0.0 0.01508 0.0 0.0 THSCPM1b,THSCPM2b IDM_mhc_980_mn1_1.2589e-06_dm_50_la2_0.01_laL_0.01_.slha.py 1.196e-09 1.258e-06 980.0 0.006711 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 6.052 0.0 9.073 9.073 THSCPM1b IDM_mhc_320_mn1_0.3981_dm_50_la2_0.01_laL_0.01_.slha.py 8.623 0.3981 320.0 20238.662 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.3586 0.0 0.4944 0.4944 THSCPM1b IDM_mhc_620_mn1_0.79432_dm_50_la2_0.01_laL_0.01_.slha.py 0.7139 0.7943 620.0 10608.976 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 0.5795 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.4209 0.0 0.0 0.5796 TSmuSmuDisp IDM_mhc_600_mn1_3.981e-06_dm_50_la2_0.01_laL_0.01_.slha.py 1.366 3.981e-06 600.0 0.0567 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.05016 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.05016 0.0 0.0 0.05016 TSmuSmuDisp IDM_mhc_860_mn1_2.5118e-05_dm_50_la2_0.01_laL_0.01_.slha.py 0.1684 2.511e-05 860.0 0.173 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.03888 0.0 0.03888 0.03888 THSCPM1b IDM_mhc_860_mn1_0.0079432_dm_50_la2_0.01_laL_0.01_.slha.py 0.09697 0.007943 860.0 54.965 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.7783 "[[],[[jet,jet]]]  (HSCP,HSCP)" 5.652 0.0 8.473 8.473 THSCPM1b IDM_mhc_320_mn1_0.003981_dm_50_la2_0.01_laL_0.01_.slha.py 7.668 0.003981 320.0 202.386 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 10.841 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 6.056 0.0 0.0 10.841 TSmuSmuDisp IDM_mhc_320_mn1_7.9432e-06_dm_50_la2_0.01_laL_0.01_.slha.py 8.429 7.943e-06 320.0 0.4035 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 56.309 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 31.828 0.0 0.0 56.31 TSmuSmuDisp IDM_mhc_200_mn1_1.5848e-06_dm_50_la2_0.01_laL_0.01_.slha.py 37.568 1.584e-06 200.0 0.2117 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.3961 "[[],[[jet,jet]]]  (HSCP,HSCP)" 2.313 0.0 3.468 3.468 THSCPM1b IDM_mhc_400_mn1_0.0050118_dm_50_la2_0.01_laL_0.01_.slha.py 3.269 0.005011 400.0 161.743 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.01304 No-missing-topologies 0.0 0.0 0.0 0.0 THSCPM1b IDM_mhc_880_mn1_0.0025118_dm_50_la2_0.01_laL_0.01_.slha.py 0.03109 0.002511 880.0 16.582 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.3062 0.0 0.4226 0.4226 THSCPM1b IDM_mhc_640_mn1_0.31622_dm_50_la2_0.01_laL_0.01_.slha.py 0.6053 0.3162 640.0 3954.448 1[N1,mu-]
Excluded CMS-EXO-13-006 1.84 "[[],[[jet,jet]]]  (HSCP,HSCP)" 97.072 0.0 145.526 145.526 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_140_mn1_0.0063095_dm_50_la2_0.01_laL_0.01_.slha.py 13.618 0.006309 140.0 1777.72 1[N1,mu-]
Non-excluded CMS-EXO-13-006 0.05845 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.05845 0.0 0.0 0.05845 THSCPM1b,THSCPM2b,THSCPM9 IDM_mhc_820_mn1_0.00031622_dm_50_la2_0.01_laL_0.01_.slha.py 0.000576 0.0003162 820.0 2.406 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 2.293 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 1.405 0.0 0.0 2.293 TSmuSmuDisp IDM_mhc_460_mn1_1.9952e-05_dm_50_la2_0.01_laL_0.01_.slha.py 2.106 1.995e-05 460.0 0.486 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 0.7416 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.4948 0.0 0.0 0.7418 TSmuSmuDisp IDM_mhc_580_mn1_3.1622e-06_dm_50_la2_0.01_laL_0.01_.slha.py 1.654 3.162e-06 580.0 0.04824 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 114.205 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 65.046 0.0 0.0 114.205 TSmuSmuDisp IDM_mhc_160_mn1_3.1622e-06_dm_50_la2_0.01_laL_0.01_.slha.py 26.459 3.162e-06 160.0 0.6734 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 2.771 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 1.698 0.0 0.0 2.771 TSmuSmuDisp IDM_mhc_440_mn1_2.5118e-06_dm_50_la2_0.01_laL_0.01_.slha.py 4.818 2.511e-06 440.0 0.06689 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 No-missing-topologies 0.0 0.0 0.0 0.0 THSCPM1b IDM_mhc_920_mn1_0.015848_dm_50_la2_0.01_laL_0.01_.slha.py 0.0406 0.01584 920.0 95.789 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 No-missing-topologies 0.0 0.01156 0.0 0.0 THSCPM1b,THSCPM2b IDM_mhc_980_mn1_0.00063095_dm_50_la2_0.01_laL_0.01_.slha.py 0.0005779 0.0006309 980.0 3.361 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.04916 0.0 0.04916 0.04916 THSCPM1b IDM_mhc_860_mn1_0.1_dm_50_la2_0.01_laL_0.01_.slha.py 0.1449 0.1 860.0 692.375 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 3.829 0.0 5.74 5.74 THSCPM1b IDM_mhc_360_mn1_0.079432_dm_50_la2_0.01_laL_0.01_.slha.py 5.545 0.07943 360.0 3177.567 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 No-missing-topologies 0.0 0.0 0.0 0.0 THSCPM1b IDM_mhc_920_mn1_1.0_dm_50_la2_0.01_laL_0.01_.slha.py 0.05144 1.0 920.0 6034.463 1[N1,mu-]
Non-excluded CMS-EXO-13-006 2.229 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.5951 0.0 0.8922 1.316 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_440_mn1_0.00050118_dm_50_la2_0.01_laL_0.01_.slha.py 0.5605 0.0005011 440.0 13.332 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.05708 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.05723 0.0 0.0 0.05723 TSmuSmuDisp IDM_mhc_840_mn1_1.9952e-06_dm_50_la2_0.01_laL_0.01_.slha.py 0.1738 1.995e-06 840.0 0.0145 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 56.823 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 30.843 0.0 0.0 54.568 TSmuSmuDisp IDM_mhc_200_mn1_1.2589e-05_dm_50_la2_0.01_laL_0.01_.slha.py 8.38 1.258e-05 200.0 1.686 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.1131 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.1131 0.0 0.0 0.1131 TSmuSmuDisp IDM_mhc_740_mn1_5.0118e-05_dm_50_la2_0.01_laL_0.01_.slha.py 0.2718 5.011e-05 740.0 0.4687 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.05633 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.05633 0.0 0.0 0.05633 THSCPM1b,THSCPM2b,THSCPM9 IDM_mhc_840_mn1_0.00019952_dm_50_la2_0.01_laL_0.01_.slha.py 3.979e-05 0.0001995 840.0 1.45 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.2629 0.0 0.3632 0.3632 THSCPM1b IDM_mhc_660_mn1_0.50118_dm_50_la2_0.01_laL_0.01_.slha.py 0.5133 0.5011 660.0 5890.357 1[N1,mu-]
Excluded CMS-EXO-13-006 0.567 "[[],[[jet,jet]]]  (HSCP,HSCP)" 257.437 0.0 385.94 385.94 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_100_mn1_0.025118_dm_50_la2_0.01_laL_0.01_.slha.py 27.717 0.02511 100.0 14403.427 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.04097 0.0 0.04097 0.04097 THSCPM1b IDM_mhc_860_mn1_0.01_dm_50_la2_0.01_laL_0.01_.slha.py 0.106 0.01 860.0 69.237 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0183 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.6564 0.0 0.9841 0.9841 THSCPM1b IDM_mhc_540_mn1_0.015848_dm_50_la2_0.01_laL_0.01_.slha.py 1.07 0.01584 540.0 279.104 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 44.829 0.0 67.205 67.205 THSCPM1b,THSCPM8 IDM_mhc_180_mn1_0.3981_dm_50_la2_0.01_laL_0.01_.slha.py 46.428 0.3981 180.0 66217.101 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.4806 0.0 0.7206 0.7206 THSCPM1b IDM_mhc_580_mn1_0.031622_dm_50_la2_0.01_laL_0.01_.slha.py 0.9409 0.03162 580.0 482.462 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.3634 "[[],[[jet,jet]]]  (HSCP,HSCP)" 12.78 0.0 19.159 19.159 THSCPM1b,THSCPM8 IDM_mhc_260_mn1_0.012589_dm_50_la2_0.01_laL_0.01_.slha.py 16.661 0.01258 260.0 976.866 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.112 0.0 0.112 0.112 THSCPM1b IDM_mhc_740_mn1_0.15848_dm_50_la2_0.01_laL_0.01_.slha.py 0.3039 0.1584 740.0 1483.661 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.1206 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.2577 0.0 0.3552 0.3552 THSCPM1b IDM_mhc_620_mn1_0.0031622_dm_50_la2_0.01_laL_0.01_.slha.py 0.4051 0.003162 620.0 42.163 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 5.467 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 3.103 0.0 0.0 5.467 TSmuSmuDisp IDM_mhc_380_mn1_3.981e-06_dm_50_la2_0.01_laL_0.01_.slha.py 6.899 3.981e-06 380.0 0.1429 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 44.831 0.0 67.208 67.208 THSCPM1b,THSCPM8 IDM_mhc_180_mn1_0.50118_dm_50_la2_0.01_laL_0.01_.slha.py 46.448 0.5011 180.0 83260.322 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 1.734 "[[],[[jet,jet]]]  (HSCP,HSCP)" 44.092 0.0 66.101 66.101 THSCPM1b,THSCPM8 IDM_mhc_180_mn1_0.0050118_dm_50_la2_0.01_laL_0.01_.slha.py 45.379 0.005011 180.0 832.603 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.08552 0.0 0.08552 0.08552 THSCPM1b IDM_mhc_780_mn1_0.63095_dm_50_la2_0.01_laL_0.01_.slha.py 0.2479 0.6309 780.0 5304.488 1[N1,mu-]
Excluded CMS-EXO-13-006 507.333 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 127.761 0.0 33.817 253.846 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_100_mn1_1e-05_dm_50_la2_0.01_laL_0.01_.slha.py 8.132 1e-05 100.0 5.752 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.01014 "[[],[[jet,jet]]]  (HSCP,HSCP)" 65.037 0.0 97.5 97.5 THSCPM1b,THSCPM8 IDM_mhc_160_mn1_0.31622_dm_50_la2_0.01_laL_0.01_.slha.py 29.013 0.3162 160.0 67347.086 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 2.919 "[[],[[jet,jet]]]  (HSCP,HSCP)" 6.367 0.0 9.545 9.59 THSCPM1b,THSCPM8 IDM_mhc_300_mn1_0.0012589_dm_50_la2_0.01_laL_0.01_.slha.py 7.886 0.001258 300.0 73.084 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.3641 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.2635 0.0 0.0 0.3641 TSmuSmuDisp IDM_mhc_660_mn1_5.0118e-05_dm_50_la2_0.01_laL_0.01_.slha.py 0.397 5.011e-05 660.0 0.589 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 10.84 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 6.056 0.0 0.0 10.84 TSmuSmuDisp IDM_mhc_320_mn1_1.2589e-05_dm_50_la2_0.01_laL_0.01_.slha.py 6.487 1.258e-05 320.0 0.6406 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 No-missing-topologies 0.0 0.0 0.0 0.0 THSCPM1b IDM_mhc_920_mn1_0.063095_dm_50_la2_0.01_laL_0.01_.slha.py 0.04795 0.06309 920.0 380.94 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 No-missing-topologies 0.0 0.01706 0.0 0.0 THSCPM1b,THSCPM2b IDM_mhc_960_mn1_0.00019952_dm_50_la2_0.01_laL_0.01_.slha.py 2.98e-06 0.0001995 960.0 1.108 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 No-missing-topologies 0.0 0.01507 0.0 0.0 THSCPM1b,THSCPM2b IDM_mhc_980_mn1_0.00015848_dm_50_la2_0.01_laL_0.01_.slha.py 1.363e-07 0.0001584 980.0 0.8432 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.01538 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.1649 0.0 0.2284 0.2284 THSCPM1b IDM_mhc_700_mn1_0.0079432_dm_50_la2_0.01_laL_0.01_.slha.py 0.2912 0.007943 700.0 82.91 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.3779 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.1257 0.0 0.1733 0.2187 THSCPM1b IDM_mhc_620_mn1_0.001_dm_50_la2_0.01_laL_0.01_.slha.py 0.1184 0.001 620.0 13.332 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 No-missing-topologies 0.0 0.01713 0.0 0.0 THSCPM1b,THSCPM2b IDM_mhc_960_mn1_3.981e-06_dm_50_la2_0.01_laL_0.01_.slha.py 4.022e-10 3.981e-06 960.0 0.02209 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 No-missing-topologies 0.0 0.0 0.0 0.0 THSCPM1b IDM_mhc_940_mn1_0.050118_dm_50_la2_0.01_laL_0.01_.slha.py 0.04132 0.05011 940.0 290.186 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.3407 0.0 0.4697 0.4697 THSCPM1b IDM_mhc_620_mn1_0.019952_dm_50_la2_0.01_laL_0.01_.slha.py 0.6539 0.01995 620.0 266.298 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.1293 0.0 0.1939 0.1939 THSCPM1b IDM_mhc_720_mn1_0.19952_dm_50_la2_0.01_laL_0.01_.slha.py 0.3565 0.1995 720.0 1973.269 1[N1,mu-]
Excluded CMS-EXO-13-006 7.528 "[[],[[jet,jet]]]  (HSCP,HSCP)" 94.82 0.01879 142.151 142.151 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_140_mn1_0.0015848_dm_50_la2_0.01_laL_0.01_.slha.py 12.997 0.001584 140.0 446.441 1[N1,mu-]
Non-excluded CMS-EXO-13-006 18.743 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 7.632 0.0 0.2036 13.828 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_280_mn1_5.0118e-05_dm_50_la2_0.01_laL_0.01_.slha.py 0.2951 5.011e-05 280.0 3.344 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.01981 "[[],[[jet,jet]]]  (HSCP,HSCP)" 2.488 0.0 3.729 3.729 THSCPM1b IDM_mhc_400_mn1_0.031622_dm_50_la2_0.01_laL_0.01_.slha.py 3.703 0.03162 400.0 1022.419 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 17.732 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 9.934 0.0 0.0 17.734 TSmuSmuDisp IDM_mhc_280_mn1_1e-06_dm_50_la2_0.01_laL_0.01_.slha.py 24.384 1e-06 280.0 0.06666 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.2257 0.0 0.3121 0.3121 THSCPM1b IDM_mhc_680_mn1_0.31622_dm_50_la2_0.01_laL_0.01_.slha.py 0.4375 0.3162 680.0 3504.919 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.113 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.113 0.0 0.0 0.113 TSmuSmuDisp IDM_mhc_740_mn1_0.0001_dm_50_la2_0.01_laL_0.01_.slha.py 0.1815 0.0001 740.0 0.9351 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 No-missing-topologies 0.0 0.0 0.0 0.0 THSCPM1b IDM_mhc_1000_mn1_1.0_dm_50_la2_0.01_laL_0.01_.slha.py 0.02944 1.0 1000.0 5112.097 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 10.84 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 6.056 0.0 0.0 10.841 TSmuSmuDisp IDM_mhc_320_mn1_1.5848e-06_dm_50_la2_0.01_laL_0.01_.slha.py 15.099 1.584e-06 320.0 0.08054 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 1.126 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.6902 0.0 0.0 1.126 TSmuSmuDisp IDM_mhc_540_mn1_1.9952e-05_dm_50_la2_0.01_laL_0.01_.slha.py 1.273 1.995e-05 540.0 0.3517 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 No-missing-topologies 0.0 0.0 0.0 0.0 THSCPM1b,THSCPM2b IDM_mhc_900_mn1_0.00031622_dm_50_la2_0.01_laL_0.01_.slha.py 9.962e-05 0.0003162 900.0 1.997 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 79.054 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 44.838 0.0 0.0 79.054 TSmuSmuDisp IDM_mhc_180_mn1_2.5118e-06_dm_50_la2_0.01_laL_0.01_.slha.py 32.868 2.511e-06 180.0 0.418 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.08485 0.0 0.08485 0.08485 THSCPM1b IDM_mhc_780_mn1_0.15848_dm_50_la2_0.01_laL_0.01_.slha.py 0.2446 0.1584 780.0 1333.29 1[N1,mu-]
Excluded CMS-EXO-13-006 495.407 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 188.319 0.0 8.136 332.458 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_100_mn1_6.3095e-06_dm_50_la2_0.01_laL_0.01_.slha.py 3.968 6.309e-06 100.0 3.627 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 16.898 "[[],[[jet,jet]]]  (HSCP,HSCP)" 37.909 0.2083 56.831 57.267 THSCPM1b,THSCPM8 IDM_mhc_180_mn1_0.00050118_dm_50_la2_0.01_laL_0.01_.slha.py 36.581 0.0005011 180.0 83.26 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.1128 0.0 0.1128 0.1128 THSCPM1b IDM_mhc_740_mn1_0.63095_dm_50_la2_0.01_laL_0.01_.slha.py 0.3076 0.6309 740.0 5907.992 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 No-missing-topologies 0.0 0.01948 0.0 0.0 THSCPM1b,THSCPM2b IDM_mhc_940_mn1_2.5118e-05_dm_50_la2_0.01_laL_0.01_.slha.py 4.227e-10 2.511e-05 940.0 0.145 1[N1,mu-]
Excluded CMS-EXO-13-006 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 97.829 0.0 146.662 146.662 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_140_mn1_0.50118_dm_50_la2_0.01_laL_0.01_.slha.py 13.671 0.5011 140.0 140947.83 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 56.274 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 31.741 0.0 0.0 56.156 TSmuSmuDisp IDM_mhc_200_mn1_7.9432e-06_dm_50_la2_0.01_laL_0.01_.slha.py 14.457 7.943e-06 200.0 1.06 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.04705 0.0 0.04705 0.04705 THSCPM1b IDM_mhc_860_mn1_0.031622_dm_50_la2_0.01_laL_0.01_.slha.py 0.1345 0.03162 860.0 218.766 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 4.803 0.0 7.201 7.201 THSCPM1b IDM_mhc_340_mn1_1.0_dm_50_la2_0.01_laL_0.01_.slha.py 6.941 1.0 340.0 44949.194 1[N1,mu-]
Non-excluded CMS-EXO-13-006 2.136 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.3718 0.0 0.497 1.091 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_460_mn1_0.0003981_dm_50_la2_0.01_laL_0.01_.slha.py 0.3581 0.0003981 460.0 9.672 1[N1,mu-]
Non-excluded CMS-PAS-EXO-16-036 0.1677 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.06373 0.0 0.09555 0.1226 THSCPM1b IDM_mhc_680_mn1_0.0012589_dm_50_la2_0.01_laL_0.01_.slha.py 0.08006 0.001258 680.0 13.994 1[N1,mu-]
Non-excluded CMS-PAS-EXO-16-036 0.8116 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.1921 0.0 0.1455 0.4094 THSCPM1b IDM_mhc_560_mn1_0.00050118_dm_50_la2_0.01_laL_0.01_.slha.py 0.09655 0.0005011 560.0 8.221 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 1.993 "[[],[[jet,jet]]]  (HSCP,HSCP)" 12.067 0.01026 18.09 18.09 THSCPM1b,THSCPM8 IDM_mhc_260_mn1_0.0025118_dm_50_la2_0.01_laL_0.01_.slha.py 15.241 0.002511 260.0 195.373 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.04402 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.04402 0.0 0.0 0.04402 TSmuSmuDisp IDM_mhc_880_mn1_3.1622e-05_dm_50_la2_0.01_laL_0.01_.slha.py 0.1441 3.162e-05 880.0 0.2088 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 No-missing-topologies 0.0 0.01713 0.0 0.0 THSCPM1b,THSCPM2b IDM_mhc_960_mn1_1.9952e-06_dm_50_la2_0.01_laL_0.01_.slha.py 4.559e-10 1.995e-06 960.0 0.01108 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 0.8743 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.5834 0.0 0.0 0.8746 TSmuSmuDisp IDM_mhc_560_mn1_2.5118e-06_dm_50_la2_0.01_laL_0.01_.slha.py 2.008 2.511e-06 560.0 0.0411 1[N1,mu-]
