SModelS_status Analysis MT_displaced_xsec MT_max MT_max_xsec MT_outgrid_xsec MT_prompt_xsec MT_total_xsec Tx file r_max m(N1) m(H+) ctau(H+) BR(H+)
Non-excluded ATLAS-SUSY-2018-14 1.126 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.6901 0.0 0.0 1.126 TSmuSmuDisp IDM_mhc_540_mn1_3.981e-05_dm_50_la2_0.01_laL_0.01_.slha.py 0.8911 3.981e-05 540.0 0.7022 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.03371 0.0 0.03371 0.03371 THSCPM1b IDM_mhc_880_mn1_0.0079432_dm_50_la2_0.01_laL_0.01_.slha.py 0.08361 0.007943 880.0 52.48 1[N1,mu-]
Excluded CMS-EXO-13-006 434.84 "[[],[[jet,jet]]]  (HSCP,HSCP)" 76.021 0.0 113.968 206.59 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_100_mn1_1.9952e-05_dm_50_la2_0.01_laL_0.01_.slha.py 14.915 1.995e-05 100.0 11.472 1[N1,mu-]
Non-excluded CMS-PAS-EXO-16-036 0.06084 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.04211 0.0 0.0 0.04211 THSCPM1b IDM_mhc_800_mn1_0.00063095_dm_50_la2_0.01_laL_0.01_.slha.py 0.006001 0.0006309 800.0 5.046 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.9225 "[[],[[jet,jet]]]  (HSCP,HSCP)" 4.354 0.006649 6.527 6.527 THSCPM1b IDM_mhc_340_mn1_0.0031622_dm_50_la2_0.01_laL_0.01_.slha.py 5.866 0.003162 340.0 141.961 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.09813 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.09841 0.0 0.0 0.09841 TSmuSmuDisp IDM_mhc_760_mn1_1.5848e-06_dm_50_la2_0.01_laL_0.01_.slha.py 0.3086 1.584e-06 760.0 0.01409 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 5.466 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 3.103 0.0 0.0 5.467 TSmuSmuDisp IDM_mhc_380_mn1_1.5848e-06_dm_50_la2_0.01_laL_0.01_.slha.py 8.907 1.584e-06 380.0 0.05686 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 No-missing-topologies 0.0 0.01713 0.0 0.0 THSCPM1b,THSCPM2b IDM_mhc_960_mn1_6.3095e-05_dm_50_la2_0.01_laL_0.01_.slha.py 4.36e-10 6.309e-05 960.0 0.3498 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 No-missing-topologies 0.0 0.02218 0.0 0.0 THSCPM1b,THSCPM2b IDM_mhc_920_mn1_1e-05_dm_50_la2_0.01_laL_0.01_.slha.py 1.429e-09 1e-05 920.0 0.06034 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.9725 0.0 1.458 1.458 THSCPM1b IDM_mhc_500_mn1_0.15848_dm_50_la2_0.01_laL_0.01_.slha.py 1.52 0.1584 500.0 3261.602 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 267.56 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 153.82 0.0 0.0 267.028 TSmuSmuDisp IDM_mhc_120_mn1_2.5118e-06_dm_50_la2_0.01_laL_0.01_.slha.py 29.657 2.511e-06 120.0 0.9817 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 4.445 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 2.522 0.0 0.0 4.446 TSmuSmuDisp IDM_mhc_400_mn1_3.1622e-06_dm_50_la2_0.01_laL_0.01_.slha.py 6.257 3.162e-06 400.0 0.1022 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.1191 0.0 0.1786 0.1786 THSCPM1b IDM_mhc_720_mn1_0.015848_dm_50_la2_0.01_laL_0.01_.slha.py 0.3096 0.01584 720.0 156.608 1[N1,mu-]
Excluded CMS-EXO-13-006 27.378 "[[],[[jet,jet]]]  (HSCP,HSCP)" 143.426 0.1631 215.02 215.305 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_120_mn1_0.00050118_dm_50_la2_0.01_laL_0.01_.slha.py 18.542 0.0005011 120.0 195.373 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.03137 "[[],[[jet,jet]]]  (HSCP,HSCP)" 3.792 0.0 5.685 5.685 THSCPM1b IDM_mhc_360_mn1_0.025118_dm_50_la2_0.01_laL_0.01_.slha.py 5.455 0.02511 360.0 1006.77 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 No-missing-topologies 0.0 0.0 0.0 0.0 THSCPM1b IDM_mhc_900_mn1_0.31622_dm_50_la2_0.01_laL_0.01_.slha.py 0.1169 0.3162 900.0 1997.236 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 No-missing-topologies 0.0 0.0 0.0 0.0 THSCPM1b IDM_mhc_1000_mn1_0.1_dm_50_la2_0.01_laL_0.01_.slha.py 0.02774 0.1 1000.0 511.209 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 6.051 0.0 9.072 9.072 THSCPM1b IDM_mhc_320_mn1_0.31622_dm_50_la2_0.01_laL_0.01_.slha.py 8.621 0.3162 320.0 16042.842 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.4235 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.3073 0.0 0.0 0.4241 TSmuSmuDisp IDM_mhc_640_mn1_1.5848e-06_dm_50_la2_0.01_laL_0.01_.slha.py 0.9308 1.584e-06 640.0 0.01983 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.6105 "[[],[[jet,jet]]]  (HSCP,HSCP)" 44.54 0.0 66.772 66.772 THSCPM1b,THSCPM8 IDM_mhc_180_mn1_0.012589_dm_50_la2_0.01_laL_0.01_.slha.py 45.592 0.01258 180.0 2094.766 1[N1,mu-]
Non-excluded CMS-PAS-EXO-16-036 0.0 No-missing-topologies 0.0 0.01567 0.0 0.0 THSCPM1b IDM_mhc_920_mn1_0.00063095_dm_50_la2_0.01_laL_0.01_.slha.py 0.001097 0.0006309 920.0 3.809 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.2538 0.0 0.3507 0.3507 THSCPM1b IDM_mhc_660_mn1_0.031622_dm_50_la2_0.01_laL_0.01_.slha.py 0.4832 0.03162 660.0 372.315 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 1.059 "[[],[[jet,jet]]]  (HSCP,HSCP)" 1.526 0.0 2.287 2.317 THSCPM1b IDM_mhc_420_mn1_0.0015848_dm_50_la2_0.01_laL_0.01_.slha.py 1.885 0.001584 420.0 46.429 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 2.061 0.0 3.09 3.09 THSCPM1b IDM_mhc_420_mn1_0.3981_dm_50_la2_0.01_laL_0.01_.slha.py 3.157 0.3981 420.0 11676.151 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.09839 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.09841 0.0 0.0 0.09841 TSmuSmuDisp IDM_mhc_760_mn1_7.9432e-06_dm_50_la2_0.01_laL_0.01_.slha.py 0.3838 7.943e-06 760.0 0.07047 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.0 No-missing-topologies 0.0 0.0 0.0 0.0 TSmuSmuDisp IDM_mhc_900_mn1_3.1622e-05_dm_50_la2_0.01_laL_0.01_.slha.py 0.1276 3.162e-05 900.0 0.1997 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 9.923 0.0 14.877 14.877 THSCPM1b,THSCPM8 IDM_mhc_280_mn1_0.19952_dm_50_la2_0.01_laL_0.01_.slha.py 13.125 0.1995 280.0 13332.902 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.02494 "[[],[[jet,jet]]]  (HSCP,HSCP)" 1.654 0.0 2.48 2.48 THSCPM1b IDM_mhc_440_mn1_0.019952_dm_50_la2_0.01_laL_0.01_.slha.py 2.48 0.01995 440.0 531.878 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 2.293 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 1.405 0.0 0.0 2.293 TSmuSmuDisp IDM_mhc_460_mn1_6.3095e-06_dm_50_la2_0.01_laL_0.01_.slha.py 3.221 6.309e-06 460.0 0.1541 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.5723 "[[],[[jet,jet]]]  (HSCP,HSCP)" 12.673 0.0 18.999 18.999 THSCPM1b,THSCPM8 IDM_mhc_260_mn1_0.0079432_dm_50_la2_0.01_laL_0.01_.slha.py 16.611 0.007943 260.0 616.646 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 3.622 "[[],[[jet,jet]]]  (HSCP,HSCP)" 6.059 0.0 9.083 9.217 THSCPM1b,THSCPM8 IDM_mhc_300_mn1_0.001_dm_50_la2_0.01_laL_0.01_.slha.py 7.438 0.001 300.0 58.037 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.5809 0.0 0.8708 0.8708 THSCPM1b IDM_mhc_560_mn1_0.19952_dm_50_la2_0.01_laL_0.01_.slha.py 1.11 0.1995 560.0 3267.002 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 5.467 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 3.103 0.0 0.0 5.467 TSmuSmuDisp IDM_mhc_380_mn1_7.9432e-06_dm_50_la2_0.01_laL_0.01_.slha.py 5.394 7.943e-06 380.0 0.2847 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.0746 0.0 0.0746 0.0746 THSCPM1b IDM_mhc_800_mn1_0.63095_dm_50_la2_0.01_laL_0.01_.slha.py 0.2257 0.6309 800.0 5046.725 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.1892 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.1024 0.0 0.1415 0.17 THSCPM1b IDM_mhc_660_mn1_0.0012589_dm_50_la2_0.01_laL_0.01_.slha.py 0.1019 0.001258 660.0 14.836 1[N1,mu-]
Non-excluded CMS-EXO-13-006 1.748 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.3469 0.0 0.3631 0.9179 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_480_mn1_0.0003981_dm_50_la2_0.01_laL_0.01_.slha.py 0.2658 0.0003981 480.0 8.888 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 3.639 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 2.063 0.0 0.0 3.639 TSmuSmuDisp IDM_mhc_420_mn1_1e-05_dm_50_la2_0.01_laL_0.01_.slha.py 3.681 1e-05 420.0 0.2927 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.05723 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.05723 0.0 0.0 0.05723 TSmuSmuDisp IDM_mhc_840_mn1_6.3095e-05_dm_50_la2_0.01_laL_0.01_.slha.py 0.146 6.309e-05 840.0 0.4578 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.04099 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.04099 0.0 0.0 0.04099 THSCPM1b,THSCPM2b,THSCPM9 IDM_mhc_880_mn1_0.00031622_dm_50_la2_0.01_laL_0.01_.slha.py 0.0001657 0.0003162 880.0 2.088 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 1.337 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.8194 0.0 0.0 1.337 TSmuSmuDisp IDM_mhc_520_mn1_3.1622e-06_dm_50_la2_0.01_laL_0.01_.slha.py 2.568 3.162e-06 520.0 0.06016 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 1.755 "[[],[[jet,jet]]]  (HSCP,HSCP)" 9.138 0.0104 13.7 13.7 THSCPM1b,THSCPM8 IDM_mhc_280_mn1_0.0025118_dm_50_la2_0.01_laL_0.01_.slha.py 11.553 0.002511 280.0 167.226 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.1274 0.0 0.191 0.191 THSCPM1b IDM_mhc_720_mn1_0.063095_dm_50_la2_0.01_laL_0.01_.slha.py 0.3473 0.06309 720.0 622.482 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.04966 0.0 0.04966 0.04966 THSCPM1b IDM_mhc_860_mn1_0.19952_dm_50_la2_0.01_laL_0.01_.slha.py 0.1475 0.1995 860.0 1379.908 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 31.825 0.0 47.71 47.71 THSCPM1b,THSCPM8 IDM_mhc_200_mn1_1.0_dm_50_la2_0.01_laL_0.01_.slha.py 39.32 1.0 200.0 133329.029 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 No-missing-topologies 0.0 0.01508 0.0 0.0 THSCPM1b,THSCPM2b IDM_mhc_980_mn1_3.981e-06_dm_50_la2_0.01_laL_0.01_.slha.py 1.082e-09 3.981e-06 980.0 0.02119 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.1098 0.0 0.1098 0.1098 THSCPM1b IDM_mhc_740_mn1_0.050118_dm_50_la2_0.01_laL_0.01_.slha.py 0.2934 0.05011 740.0 468.71 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.4935 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.3591 0.0 0.0 0.4951 TSmuSmuDisp IDM_mhc_620_mn1_1e-06_dm_50_la2_0.01_laL_0.01_.slha.py 0.8789 1e-06 620.0 0.01333 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.091 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.1145 0.0 0.1586 0.1586 THSCPM1b IDM_mhc_700_mn1_0.0025118_dm_50_la2_0.01_laL_0.01_.slha.py 0.1558 0.002511 700.0 26.275 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 7.709 0.0 11.558 11.558 THSCPM1b IDM_mhc_300_mn1_0.50118_dm_50_la2_0.01_laL_0.01_.slha.py 10.67 0.5011 300.0 29061.408 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.4241 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.3073 0.0 0.0 0.4241 TSmuSmuDisp IDM_mhc_640_mn1_1.2589e-05_dm_50_la2_0.01_laL_0.01_.slha.py 0.7848 1.258e-05 640.0 0.1578 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 4.79 0.0 7.181 7.181 THSCPM1b IDM_mhc_340_mn1_0.1_dm_50_la2_0.01_laL_0.01_.slha.py 6.908 0.1 340.0 4494.919 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.9757 0.0 1.462 1.462 THSCPM1b IDM_mhc_500_mn1_0.63095_dm_50_la2_0.01_laL_0.01_.slha.py 1.528 0.6309 500.0 12982.037 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 14.253 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 6.388 0.0 0.04341 11.463 TSmuSmuDisp IDM_mhc_300_mn1_5.0118e-05_dm_50_la2_0.01_laL_0.01_.slha.py 0.5035 5.011e-05 300.0 2.906 1[N1,mu-]
Excluded CMS-EXO-13-006 40.65 "[[],[[jet,jet]]]  (HSCP,HSCP)" 242.393 0.2231 363.388 363.738 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_100_mn1_0.0003981_dm_50_la2_0.01_laL_0.01_.slha.py 27.061 0.0003981 100.0 228.917 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.01135 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.113 0.0 0.1695 0.1695 THSCPM1b IDM_mhc_720_mn1_0.01_dm_50_la2_0.01_laL_0.01_.slha.py 0.283 0.01 720.0 98.663 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 4.144 "[[],[[jet,jet]]]  (HSCP,HSCP)" 8.055 0.0 12.075 12.208 THSCPM1b,THSCPM8 IDM_mhc_280_mn1_0.001_dm_50_la2_0.01_laL_0.01_.slha.py 9.872 0.001 280.0 66.664 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.07422 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.07422 0.0 0.0 0.07422 TSmuSmuDisp IDM_mhc_800_mn1_0.00015848_dm_50_la2_0.01_laL_0.01_.slha.py 0.09144 0.0001584 800.0 1.264 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.01248 "[[],[[jet,jet]]]  (HSCP,HSCP)" 23.13 0.0 34.676 34.676 THSCPM1b,THSCPM8 IDM_mhc_220_mn1_0.15848_dm_50_la2_0.01_laL_0.01_.slha.py 29.561 0.1584 220.0 17309.382 1[N1,mu-]
Non-excluded CMS-EXO-13-006 7.075 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 2.625 0.0 0.1572 4.779 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_360_mn1_0.0001_dm_50_la2_0.01_laL_0.01_.slha.py 0.3864 0.0001 360.0 4.002 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.05963 0.0 0.05963 0.05963 THSCPM1b IDM_mhc_820_mn1_0.019952_dm_50_la2_0.01_laL_0.01_.slha.py 0.1736 0.01995 820.0 151.789 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.01848 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.03143 0.0 0.03143 0.03143 THSCPM1b IDM_mhc_820_mn1_0.0025118_dm_50_la2_0.01_laL_0.01_.slha.py 0.05795 0.002511 820.0 19.157 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 1.593 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.9763 0.0 0.0 1.593 TSmuSmuDisp IDM_mhc_500_mn1_3.981e-05_dm_50_la2_0.01_laL_0.01_.slha.py 1.071 3.981e-05 500.0 0.8187 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 4.984 "[[],[[jet,jet]]]  (HSCP,HSCP)" 2.58 0.0 3.868 4.416 THSCPM1b,THSCPM8 IDM_mhc_340_mn1_0.00050118_dm_50_la2_0.01_laL_0.01_.slha.py 2.683 0.0005011 340.0 22.525 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 No-missing-topologies 0.0 0.02218 0.0 0.0 THSCPM1b,THSCPM2b IDM_mhc_920_mn1_1.5848e-05_dm_50_la2_0.01_laL_0.01_.slha.py 1.437e-09 1.584e-05 920.0 0.09578 1[N1,mu-]
Non-excluded CMS-PAS-EXO-16-036 0.0 No-missing-topologies 0.0 0.0 0.0 0.0 THSCPM1b IDM_mhc_1000_mn1_0.0019952_dm_50_la2_0.01_laL_0.01_.slha.py 0.006606 0.001995 1000.0 10.224 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 1.176 "[[],[[jet,jet]]]  (HSCP,HSCP)" 7.146 0.006666 10.713 10.713 THSCPM1b IDM_mhc_300_mn1_0.0031622_dm_50_la2_0.01_laL_0.01_.slha.py 9.369 0.003162 300.0 182.71 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.07481 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.07481 0.0 0.0 0.07481 TSmuSmuDisp IDM_mhc_800_mn1_7.9432e-05_dm_50_la2_0.01_laL_0.01_.slha.py 0.1584 7.943e-05 800.0 0.6344 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 8.453 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 4.805 0.0 0.0 8.453 TSmuSmuDisp IDM_mhc_340_mn1_2.5118e-06_dm_50_la2_0.01_laL_0.01_.slha.py 11.25 2.511e-06 340.0 0.1127 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.3639 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.2635 0.0 0.0 0.3641 TSmuSmuDisp IDM_mhc_660_mn1_3.1622e-06_dm_50_la2_0.01_laL_0.01_.slha.py 0.9208 3.162e-06 660.0 0.03723 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.08574 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.08575 0.0 0.0 0.08575 TSmuSmuDisp IDM_mhc_780_mn1_1.9952e-05_dm_50_la2_0.01_laL_0.01_.slha.py 0.2912 1.995e-05 780.0 0.1672 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.02547 "[[],[[jet,jet]]]  (HSCP,HSCP)" 65.016 0.0 97.47 97.47 THSCPM1b,THSCPM8 IDM_mhc_160_mn1_0.12589_dm_50_la2_0.01_laL_0.01_.slha.py 29.007 0.1258 160.0 26810.728 1[N1,mu-]
Non-excluded CMS-PAS-EXO-16-036 0.0 No-missing-topologies 0.0 0.0 0.0 0.0 THSCPM1b IDM_mhc_920_mn1_0.003981_dm_50_la2_0.01_laL_0.01_.slha.py 0.02413 0.003981 920.0 24.064 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 17.734 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 9.934 0.0 0.0 17.734 TSmuSmuDisp IDM_mhc_280_mn1_3.1622e-06_dm_50_la2_0.01_laL_0.01_.slha.py 16.914 3.162e-06 280.0 0.211 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 6.769 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 3.844 0.0 0.0 6.769 TSmuSmuDisp IDM_mhc_360_mn1_1.9952e-05_dm_50_la2_0.01_laL_0.01_.slha.py 3.649 1.995e-05 360.0 0.7988 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 No-missing-topologies 0.0 0.01329 0.0 0.0 THSCPM1b,THSCPM2b IDM_mhc_1000_mn1_1.9952e-05_dm_50_la2_0.01_laL_0.01_.slha.py 1.592e-09 1.995e-05 1000.0 0.1022 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.1097 "[[],[[jet,jet]]]  (HSCP,HSCP)" 2.437 0.0 3.653 3.653 THSCPM1b IDM_mhc_400_mn1_0.012589_dm_50_la2_0.01_laL_0.01_.slha.py 3.574 0.01258 400.0 406.859 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 No-missing-topologies 0.0 0.0 0.0 0.0 THSCPM1b IDM_mhc_960_mn1_0.079432_dm_50_la2_0.01_laL_0.01_.slha.py 0.03634 0.07943 960.0 440.461 1[N1,mu-]
Excluded CMS-EXO-13-006 0.02383 "[[],[[jet,jet]]]  (HSCP,HSCP)" 257.661 0.0 386.277 386.277 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_100_mn1_0.25118_dm_50_la2_0.01_laL_0.01_.slha.py 27.825 0.2511 100.0 144034.279 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 1.593 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.9767 0.0 0.0 1.594 TSmuSmuDisp IDM_mhc_500_mn1_1.5848e-06_dm_50_la2_0.01_laL_0.01_.slha.py 3.485 1.584e-06 500.0 0.03261 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.2243 0.0 0.3102 0.3102 THSCPM1b IDM_mhc_680_mn1_0.12589_dm_50_la2_0.01_laL_0.01_.slha.py 0.433 0.1258 680.0 1399.482 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 3.639 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 2.063 0.0 0.0 3.639 TSmuSmuDisp IDM_mhc_420_mn1_7.9432e-06_dm_50_la2_0.01_laL_0.01_.slha.py 4.008 7.943e-06 420.0 0.2324 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.09241 0.0 0.09241 0.09241 THSCPM1b IDM_mhc_760_mn1_0.025118_dm_50_la2_0.01_laL_0.01_.slha.py 0.2406 0.02511 760.0 222.716 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.1953 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.1303 0.0 0.0 0.1953 TSmuSmuDisp IDM_mhc_720_mn1_6.3095e-06_dm_50_la2_0.01_laL_0.01_.slha.py 0.5268 6.309e-06 720.0 0.06224 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.2259 0.0 0.3124 0.3124 THSCPM1b IDM_mhc_680_mn1_0.3981_dm_50_la2_0.01_laL_0.01_.slha.py 0.4381 0.3981 680.0 4414.473 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.1358 "[[],[[jet,jet]]]  (HSCP,HSCP)" 5.952 0.0 8.923 8.923 THSCPM1b IDM_mhc_320_mn1_0.015848_dm_50_la2_0.01_laL_0.01_.slha.py 8.38 0.01584 320.0 805.416 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 No-missing-topologies 0.0 0.01329 0.0 0.0 THSCPM1b,THSCPM2b IDM_mhc_1000_mn1_3.981e-05_dm_50_la2_0.01_laL_0.01_.slha.py 1.607e-09 3.981e-05 1000.0 0.2034 1[N1,mu-]
Non-excluded CMS-PAS-EXO-16-036 0.0 No-missing-topologies 0.0 0.01191 0.0 0.0 THSCPM1b IDM_mhc_940_mn1_0.00079432_dm_50_la2_0.01_laL_0.01_.slha.py 0.001807 0.0007943 940.0 4.599 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.04271 0.0 0.04271 0.04271 THSCPM1b IDM_mhc_860_mn1_0.012589_dm_50_la2_0.01_laL_0.01_.slha.py 0.1139 0.01258 860.0 86.928 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.9684 0.0 1.451 1.451 THSCPM1b IDM_mhc_500_mn1_0.079432_dm_50_la2_0.01_laL_0.01_.slha.py 1.509 0.07943 500.0 1630.801 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.4969 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.6945 0.0 1.041 1.041 THSCPM1b IDM_mhc_500_mn1_0.0019952_dm_50_la2_0.01_laL_0.01_.slha.py 0.8535 0.001995 500.0 41.024 1[N1,mu-]
