SModelS_status Analysis MT_displaced_xsec MT_max MT_max_xsec MT_outgrid_xsec MT_prompt_xsec MT_total_xsec Tx file r_max m(N1) m(H+) ctau(H+) BR(H+)
Non-excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.02107 0.0 0.02107 0.02107 THSCPM1b IDM_mhc_920_mn1_0.63095_dm_5_la2_0.01_laL_0.01_.slha.py 0.04647 0.6309 920.0 3809.4 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.2377 0.0 0.3004 0.3004 THSCPM1b IDM_mhc_700_mn1_0.1_dm_5_la2_0.01_laL_0.01_.slha.py 0.3514 0.1 700.0 1044.058 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 0.5089 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.3823 0.0 0.0 0.5092 TSmuSmuDisp IDM_mhc_640_mn1_2.5118e-06_dm_5_la2_0.01_laL_0.01_.slha.py 1.033 2.511e-06 640.0 0.03142 1[N1,mu-]
Excluded CMS-EXO-13-006 73.074 "[[],[[jet,jet]]]  (HSCP,HSCP)" 515.873 0.2163 744.301 745.11 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_100_mn1_0.0003981_dm_5_la2_0.01_laL_0.01_.slha.py 42.622 0.0003981 100.0 228.917 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 0.5964 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.4483 0.0 0.0 0.5965 TSmuSmuDisp IDM_mhc_620_mn1_5.0118e-06_dm_5_la2_0.01_laL_0.01_.slha.py 1.049 5.011e-06 620.0 0.06689 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.2072 0.0 0.262 0.262 THSCPM1b IDM_mhc_720_mn1_0.79432_dm_5_la2_0.01_laL_0.01_.slha.py 0.3324 0.7943 720.0 7861.632 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.6146 0.0 0.8693 0.8693 THSCPM1b IDM_mhc_580_mn1_0.079432_dm_5_la2_0.01_laL_0.01_.slha.py 0.9041 0.07943 580.0 1210.594 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 89.23 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 49.254 0.0 0.0 89.231 TSmuSmuDisp IDM_mhc_200_mn1_1.9952e-06_dm_5_la2_0.01_laL_0.01_.slha.py 32.104 1.995e-06 200.0 0.2666 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.04075 0.0 0.04075 0.04075 THSCPM1b IDM_mhc_880_mn1_0.0079432_dm_5_la2_0.01_laL_0.01_.slha.py 0.07654 0.007943 880.0 52.48 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.1536 0.0 0.1994 0.1994 THSCPM1b IDM_mhc_740_mn1_0.03981_dm_5_la2_0.01_laL_0.01_.slha.py 0.2672 0.03981 740.0 372.315 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 No-missing-topologies 0.0 0.01374 0.0 0.0 THSCPM1b,THSCPM2b IDM_mhc_980_mn1_1e-05_dm_5_la2_0.01_laL_0.01_.slha.py 9.749e-10 1e-05 980.0 0.05318 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.01023 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.3562 0.0 0.4745 0.4745 THSCPM1b IDM_mhc_640_mn1_0.015848_dm_5_la2_0.01_laL_0.01_.slha.py 0.5011 0.01584 640.0 198.318 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.3398 "[[],[[jet,jet]]]  (HSCP,HSCP)" 49.049 0.0 70.667 70.667 THSCPM1b,THSCPM8 IDM_mhc_200_mn1_0.025118_dm_5_la2_0.01_laL_0.01_.slha.py 46.541 0.02511 200.0 3355.9 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.05322 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.05322 0.0 0.0 0.05322 TSmuSmuDisp IDM_mhc_880_mn1_1.5848e-05_dm_5_la2_0.01_laL_0.01_.slha.py 0.1452 1.584e-05 880.0 0.1049 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 8.307 0.0 11.959 11.959 THSCPM1b,THSCPM8 IDM_mhc_320_mn1_0.19952_dm_5_la2_0.01_laL_0.01_.slha.py 9.27 0.1995 320.0 10119.331 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.07927 0.0 0.07927 0.07927 THSCPM1b IDM_mhc_820_mn1_1.0_dm_5_la2_0.01_laL_0.01_.slha.py 0.1862 1.0 820.0 7618.801 1[N1,mu-]
Excluded CMS-EXO-13-006 0.01829 "[[],[[jet,jet]]]  (HSCP,HSCP)" 294.535 0.0 424.785 424.785 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_120_mn1_0.25118_dm_5_la2_0.01_laL_0.01_.slha.py 30.325 0.2511 120.0 98172.618 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 3.327 0.0 4.788 4.788 THSCPM1b,THSCPM8 IDM_mhc_400_mn1_1.0_dm_5_la2_0.01_laL_0.01_.slha.py 3.884 1.0 400.0 32295.738 1[N1,mu-]
Non-excluded CMS-PAS-EXO-16-036 0.1322 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.04769 0.0 0.0 0.04769 THSCPM1b IDM_mhc_760_mn1_0.00079432_dm_5_la2_0.01_laL_0.01_.slha.py 0.01607 0.0007943 760.0 7.047 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.3678 "[[],[[jet,jet]]]  (HSCP,HSCP)" 34.587 0.0 49.821 49.821 THSCPM1b,THSCPM8 IDM_mhc_220_mn1_0.019952_dm_5_la2_0.01_laL_0.01_.slha.py 34.216 0.01995 220.0 2187.66 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 1.164 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.7359 0.0 0.0 1.164 TSmuSmuDisp IDM_mhc_560_mn1_3.1622e-06_dm_5_la2_0.01_laL_0.01_.slha.py 1.785 3.162e-06 560.0 0.05179 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.4471 0.0 0.5949 0.5949 THSCPM1b IDM_mhc_620_mn1_0.3981_dm_5_la2_0.01_laL_0.01_.slha.py 0.6624 0.3981 620.0 5304.488 1[N1,mu-]
Excluded CMS-EXO-13-006 6.518 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 1.206 0.0 1.255 3.365 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_380_mn1_0.00025118_dm_5_la2_0.01_laL_0.01_.slha.py 1.184 0.0002511 380.0 9.01 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.2871 "[[],[[jet,jet]]]  (HSCP,HSCP)" 2.032 0.0 2.924 2.924 THSCPM1b,THSCPM8 IDM_mhc_440_mn1_0.0063095_dm_5_la2_0.01_laL_0.01_.slha.py 2.32 0.006309 440.0 168.655 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.01974 "[[],[[jet,jet]]]  (HSCP,HSCP)" 14.0 0.0 20.158 20.158 THSCPM1b,THSCPM8 IDM_mhc_280_mn1_0.063095_dm_5_la2_0.01_laL_0.01_.slha.py 14.918 0.06309 280.0 4216.388 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.3035 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.2409 0.0 0.0 0.3045 TSmuSmuDisp IDM_mhc_700_mn1_1.2589e-06_dm_5_la2_0.01_laL_0.01_.slha.py 0.4263 1.258e-06 700.0 0.01315 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.01795 "[[],[[jet,jet]]]  (HSCP,HSCP)" 18.602 0.0 26.787 26.787 THSCPM1b,THSCPM8 IDM_mhc_260_mn1_0.079432_dm_5_la2_0.01_laL_0.01_.slha.py 19.474 0.07943 260.0 6166.467 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 1.842 "[[],[[jet,jet]]]  (HSCP,HSCP)" 108.103 0.0 155.817 155.817 THSCPM1b,THSCPM8 IDM_mhc_160_mn1_0.0079432_dm_5_la2_0.01_laL_0.01_.slha.py 32.661 0.007943 160.0 1686.555 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.08313 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.9686 0.0 1.393 1.393 THSCPM1b IDM_mhc_520_mn1_0.01_dm_5_la2_0.01_laL_0.01_.slha.py 1.091 0.01 520.0 189.737 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.9834 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.6216 0.0 0.0 0.9834 TSmuSmuDisp IDM_mhc_580_mn1_5.0118e-05_dm_5_la2_0.01_laL_0.01_.slha.py 0.5782 5.011e-05 580.0 0.7648 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 4.327 "[[],[[jet,jet]]]  (HSCP,HSCP)" 47.242 0.009027 68.063 68.063 THSCPM1b,THSCPM8 IDM_mhc_200_mn1_0.0025118_dm_5_la2_0.01_laL_0.01_.slha.py 44.847 0.002511 200.0 335.59 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.6503 "[[],[[jet,jet]]]  (HSCP,HSCP)" 3.743 0.0 5.387 5.387 THSCPM1b,THSCPM8 IDM_mhc_380_mn1_0.003981_dm_5_la2_0.01_laL_0.01_.slha.py 4.085 0.003981 380.0 142.99 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.06869 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.06939 0.0 0.0 0.06939 TSmuSmuDisp IDM_mhc_840_mn1_1e-06_dm_5_la2_0.01_laL_0.01_.slha.py 0.09221 1e-06 840.0 0.007254 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 7.375 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 4.129 0.0 0.0 7.375 TSmuSmuDisp IDM_mhc_380_mn1_6.3095e-06_dm_5_la2_0.01_laL_0.01_.slha.py 5.586 6.309e-06 380.0 0.226 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.04667 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.0467 0.0 0.0 0.0467 TSmuSmuDisp IDM_mhc_900_mn1_5.0118e-06_dm_5_la2_0.01_laL_0.01_.slha.py 0.1476 5.011e-06 900.0 0.03162 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 No-missing-topologies 0.0 0.01562 0.0 0.0 THSCPM1b,THSCPM2b IDM_mhc_960_mn1_2.5118e-06_dm_5_la2_0.01_laL_0.01_.slha.py 3.941e-10 2.511e-06 960.0 0.01389 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 3.139 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 1.816 0.0 0.0 3.139 TSmuSmuDisp IDM_mhc_460_mn1_7.9432e-06_dm_5_la2_0.01_laL_0.01_.slha.py 2.825 7.943e-06 460.0 0.1934 1[N1,mu-]
Non-excluded CMS-EXO-13-006 1.495 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.4247 0.0 0.6109 0.8976 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_500_mn1_0.00063095_dm_5_la2_0.01_laL_0.01_.slha.py 0.316 0.0006309 500.0 12.982 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 2.134 "[[],[[jet,jet]]]  (HSCP,HSCP)" 7.246 0.01557 10.431 10.457 THSCPM1b,THSCPM8 IDM_mhc_320_mn1_0.0019952_dm_5_la2_0.01_laL_0.01_.slha.py 7.463 0.001995 320.0 101.193 1[N1,mu-]
Non-excluded CMS-PAS-EXO-16-036 0.0 No-missing-topologies 0.0 0.0 0.0 0.0 THSCPM1b IDM_mhc_960_mn1_0.0031622_dm_5_la2_0.01_laL_0.01_.slha.py 0.01374 0.003162 960.0 17.618 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.3262 0.0 0.4349 0.4349 THSCPM1b IDM_mhc_660_mn1_0.50118_dm_5_la2_0.01_laL_0.01_.slha.py 0.4761 0.5011 660.0 5890.357 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 1.813 0.0 2.609 2.609 THSCPM1b,THSCPM8 IDM_mhc_460_mn1_0.31622_dm_5_la2_0.01_laL_0.01_.slha.py 2.272 0.3162 460.0 7708.084 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.07894 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.07941 0.0 0.0 0.07941 TSmuSmuDisp IDM_mhc_820_mn1_1.2589e-06_dm_5_la2_0.01_laL_0.01_.slha.py 0.1398 1.258e-06 820.0 0.009578 1[N1,mu-]
Non-excluded CMS-PAS-EXO-16-036 0.04883 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.03433 0.0 0.0 0.03433 THSCPM1b IDM_mhc_840_mn1_0.00079432_dm_5_la2_0.01_laL_0.01_.slha.py 0.005909 0.0007943 840.0 5.752 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.3911 "[[],[[jet,jet]]]  (HSCP,HSCP)" 1.572 0.0 2.262 2.262 THSCPM1b,THSCPM8 IDM_mhc_460_mn1_0.003981_dm_5_la2_0.01_laL_0.01_.slha.py 1.814 0.003981 460.0 96.728 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.01004 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.0472 0.0 0.0472 0.0472 THSCPM1b IDM_mhc_840_mn1_0.0050118_dm_5_la2_0.01_laL_0.01_.slha.py 0.082 0.005011 840.0 36.34 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 No-missing-topologies 0.0 0.0 0.0 0.0 THSCPM1b IDM_mhc_980_mn1_0.050118_dm_5_la2_0.01_laL_0.01_.slha.py 0.02848 0.05011 980.0 266.658 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.05772 0.0 0.05772 0.05772 THSCPM1b IDM_mhc_860_mn1_0.03981_dm_5_la2_0.01_laL_0.01_.slha.py 0.126 0.03981 860.0 275.211 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.378 0.0 0.5035 0.5035 THSCPM1b IDM_mhc_640_mn1_0.1_dm_5_la2_0.01_laL_0.01_.slha.py 0.5548 0.1 640.0 1248.904 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.09083 0.0 0.09083 0.09083 THSCPM1b IDM_mhc_800_mn1_0.79432_dm_5_la2_0.01_laL_0.01_.slha.py 0.2077 0.7943 800.0 6344.918 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 4.123 0.0 5.933 5.933 THSCPM1b,THSCPM8 IDM_mhc_380_mn1_0.25118_dm_5_la2_0.01_laL_0.01_.slha.py 4.786 0.2511 380.0 9010.363 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.5263 0.0 0.7446 0.7446 THSCPM1b IDM_mhc_600_mn1_0.63095_dm_5_la2_0.01_laL_0.01_.slha.py 0.775 0.6309 600.0 9010.363 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.02073 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.02073 0.01987 0.0 0.02073 THSCPM1b,THSCPM2b,THSCPM9 IDM_mhc_920_mn1_0.00025118_dm_5_la2_0.01_laL_0.01_.slha.py 3.008e-05 0.0002511 920.0 1.517 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.3798 "[[],[[jet,jet]]]  (HSCP,HSCP)" 1.006 0.0 1.448 1.448 THSCPM1b,THSCPM8 IDM_mhc_500_mn1_0.0031622_dm_5_la2_0.01_laL_0.01_.slha.py 1.064 0.003162 500.0 65.124 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 11.602 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 6.427 0.0 0.0 11.497 TSmuSmuDisp IDM_mhc_340_mn1_3.1622e-05_dm_5_la2_0.01_laL_0.01_.slha.py 2.469 3.162e-05 340.0 1.419 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 1.483 0.0 2.134 2.134 THSCPM1b,THSCPM8 IDM_mhc_480_mn1_0.050118_dm_5_la2_0.01_laL_0.01_.slha.py 1.89 0.05011 480.0 1121.175 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.3988 "[[],[[jet,jet]]]  (HSCP,HSCP)" 2.456 0.0 3.534 3.534 THSCPM1b,THSCPM8 IDM_mhc_420_mn1_0.0050118_dm_5_la2_0.01_laL_0.01_.slha.py 2.696 0.005011 420.0 146.168 1[N1,mu-]
Excluded CMS-EXO-13-006 1.722 "[[],[[jet,jet]]]  (HSCP,HSCP)" 293.739 0.0 423.637 423.637 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_120_mn1_0.012589_dm_5_la2_0.01_laL_0.01_.slha.py 30.251 0.01258 120.0 4920.871 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.01305 "[[],[[jet,jet]]]  (HSCP,HSCP)" 25.185 0.0 36.272 36.272 THSCPM1b,THSCPM8 IDM_mhc_240_mn1_0.12589_dm_5_la2_0.01_laL_0.01_.slha.py 25.938 0.1258 240.0 11539.588 1[N1,mu-]
Non-excluded CMS-PAS-EXO-16-036 0.0 No-missing-topologies 0.0 0.0 0.0 0.0 THSCPM1b IDM_mhc_960_mn1_0.003981_dm_5_la2_0.01_laL_0.01_.slha.py 0.01619 0.003981 960.0 22.097 1[N1,mu-]
Excluded CMS-EXO-13-006 551.269 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 169.838 0.0 24.612 333.355 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_120_mn1_1.2589e-05_dm_5_la2_0.01_laL_0.01_.slha.py 6.394 1.258e-05 120.0 4.92 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 No-missing-topologies 0.0 0.0 0.0 0.0 THSCPM1b IDM_mhc_960_mn1_1.0_dm_5_la2_0.01_laL_0.01_.slha.py 0.03537 1.0 960.0 5542.892 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.3293 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.1572 0.0 0.2094 0.2467 THSCPM1b IDM_mhc_640_mn1_0.0012589_dm_5_la2_0.01_laL_0.01_.slha.py 0.1233 0.001258 640.0 15.786 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.07138 "[[],[[jet,jet]]]  (HSCP,HSCP)" 6.457 0.0 9.294 9.294 THSCPM1b,THSCPM8 IDM_mhc_340_mn1_0.031622_dm_5_la2_0.01_laL_0.01_.slha.py 7.189 0.03162 340.0 1419.618 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.01499 "[[],[[jet,jet]]]  (HSCP,HSCP)" 5.13 0.0 7.383 7.383 THSCPM1b,THSCPM8 IDM_mhc_360_mn1_0.050118_dm_5_la2_0.01_laL_0.01_.slha.py 5.81 0.05011 360.0 2005.355 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 No-missing-topologies 0.0 0.009502 0.0 0.0 THSCPM1b,THSCPM2b IDM_mhc_1000_mn1_0.00063095_dm_5_la2_0.01_laL_0.01_.slha.py 0.0004126 0.0006309 1000.0 3.224 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.621 0.0 0.8784 0.8784 THSCPM1b IDM_mhc_580_mn1_0.79432_dm_5_la2_0.01_laL_0.01_.slha.py 0.9203 0.7943 580.0 12105.948 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.8735 0.0 1.256 1.256 THSCPM1b IDM_mhc_540_mn1_1.0_dm_5_la2_0.01_laL_0.01_.slha.py 1.089 1.0 540.0 17618.478 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 63.276 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 33.579 0.0 0.0 60.782 TSmuSmuDisp IDM_mhc_220_mn1_1.5848e-05_dm_5_la2_0.01_laL_0.01_.slha.py 8.878 1.584e-05 220.0 1.73 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 33.698 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 18.644 0.0 0.0 33.698 TSmuSmuDisp IDM_mhc_260_mn1_3.981e-06_dm_5_la2_0.01_laL_0.01_.slha.py 16.642 3.981e-06 260.0 0.3092 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 4.763 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 2.702 0.0 0.0 4.764 TSmuSmuDisp IDM_mhc_420_mn1_1.9952e-05_dm_5_la2_0.01_laL_0.01_.slha.py 2.511 1.995e-05 420.0 0.5838 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.732 0.0 1.035 1.035 THSCPM1b IDM_mhc_560_mn1_0.15848_dm_5_la2_0.01_laL_0.01_.slha.py 1.034 0.1584 560.0 2596.407 1[N1,mu-]
Non-excluded CMS-EXO-13-006 2.193 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.4459 0.0 0.4399 1.148 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_480_mn1_0.0003981_dm_5_la2_0.01_laL_0.01_.slha.py 0.3456 0.0003981 480.0 8.888 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.01308 "[[],[[jet,jet]]]  (HSCP,HSCP)" 71.872 0.0 103.57 103.57 THSCPM1b,THSCPM8 IDM_mhc_180_mn1_0.19952_dm_5_la2_0.01_laL_0.01_.slha.py 54.07 0.1995 180.0 33220.027 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 0.8337 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.5271 0.0 0.0 0.8338 TSmuSmuDisp IDM_mhc_600_mn1_6.3095e-06_dm_5_la2_0.01_laL_0.01_.slha.py 1.144 6.309e-06 600.0 0.0901 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.04661 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.04661 0.0 0.0 0.04661 THSCPM1b,THSCPM2b,THSCPM9 IDM_mhc_900_mn1_0.00015848_dm_5_la2_0.01_laL_0.01_.slha.py 2.031e-06 0.0001584 900.0 1.001 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 45.607 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 25.216 0.0 0.0 45.607 TSmuSmuDisp IDM_mhc_240_mn1_1.9952e-06_dm_5_la2_0.01_laL_0.01_.slha.py 25.825 1.995e-06 240.0 0.1827 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 0.8334 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.5271 0.0 0.0 0.8338 TSmuSmuDisp IDM_mhc_600_mn1_2.5118e-06_dm_5_la2_0.01_laL_0.01_.slha.py 1.401 2.511e-06 600.0 0.03581 1[N1,mu-]
Non-excluded CMS-EXO-13-006 1.861 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.4121 0.0 0.3194 0.9649 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_500_mn1_0.0003981_dm_5_la2_0.01_laL_0.01_.slha.py 0.2174 0.0003981 500.0 8.187 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.4359 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.327 0.0 0.0 0.436 TSmuSmuDisp IDM_mhc_660_mn1_5.0118e-06_dm_5_la2_0.01_laL_0.01_.slha.py 0.7837 5.011e-06 660.0 0.0589 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.06034 0.0 0.06034 0.06034 THSCPM1b IDM_mhc_860_mn1_0.31622_dm_5_la2_0.01_laL_0.01_.slha.py 0.136 0.3162 860.0 2187.66 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 14.044 0.0 20.221 20.221 THSCPM1b,THSCPM8 IDM_mhc_280_mn1_1.0_dm_5_la2_0.01_laL_0.01_.slha.py 15.176 1.0 280.0 66664.514 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 3.818 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 2.209 0.0 0.0 3.82 TSmuSmuDisp IDM_mhc_440_mn1_1.5848e-06_dm_5_la2_0.01_laL_0.01_.slha.py 5.104 1.584e-06 440.0 0.04225 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 No-missing-topologies 0.0 0.0 0.0 0.0 THSCPM1b IDM_mhc_940_mn1_0.050118_dm_5_la2_0.01_laL_0.01_.slha.py 0.03772 0.05011 940.0 290.186 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 No-missing-topologies 0.0 0.0 0.0 0.0 THSCPM1b IDM_mhc_960_mn1_0.031622_dm_5_la2_0.01_laL_0.01_.slha.py 0.0317 0.03162 960.0 176.184 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.1044 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.1044 0.0 0.0 0.1044 TSmuSmuDisp IDM_mhc_780_mn1_7.9432e-05_dm_5_la2_0.01_laL_0.01_.slha.py 0.1628 7.943e-05 780.0 0.6689 1[N1,mu-]
Non-excluded CMS-EXO-13-006 0.8185 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.2235 0.0 0.1253 0.4271 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_580_mn1_0.00050118_dm_5_la2_0.01_laL_0.01_.slha.py 0.09203 0.0005011 580.0 7.648 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.4262 "[[],[[jet,jet]]]  (HSCP,HSCP)" 1.232 0.0 1.772 1.772 THSCPM1b,THSCPM8 IDM_mhc_480_mn1_0.0031622_dm_5_la2_0.01_laL_0.01_.slha.py 1.44 0.003162 480.0 70.726 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 1.676 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 1.042 0.0 0.0 1.676 TSmuSmuDisp IDM_mhc_520_mn1_3.1622e-06_dm_5_la2_0.01_laL_0.01_.slha.py 2.405 3.162e-06 520.0 0.06016 1[N1,mu-]
