SModelS_status Analysis MT_displaced_xsec MT_max MT_max_xsec MT_outgrid_xsec MT_prompt_xsec MT_total_xsec Tx file r_max m(N1) m(H+) ctau(H+) BR(H+)
Non-excluded ATLAS-SUSY-2018-14 1.666 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 1.036 0.0 0.0 1.666 TSmuSmuDisp IDM_mhc_520_mn1_6.3095e-05_dm_5_la2_0.01_laL_0.01_.slha.py 0.6325 6.309e-05 520.0 1.195 1[N1,mu-]
Non-excluded CMS-PAS-EXO-16-036 0.0 No-missing-topologies 0.0 0.008756 0.0 0.0 THSCPM1b IDM_mhc_940_mn1_0.001_dm_5_la2_0.01_laL_0.01_.slha.py 0.003087 0.001 940.0 5.786 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.04977 0.0 0.04977 0.04977 THSCPM1b IDM_mhc_880_mn1_0.031622_dm_5_la2_0.01_laL_0.01_.slha.py 0.1078 0.03162 880.0 208.811 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.8731 0.0 1.255 1.255 THSCPM1b IDM_mhc_540_mn1_0.63095_dm_5_la2_0.01_laL_0.01_.slha.py 1.088 0.6309 540.0 11085.784 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 8.15 "[[],[[jet,jet]]]  (HSCP,HSCP)" 14.862 0.0 21.401 21.708 THSCPM1b,THSCPM8 IDM_mhc_260_mn1_0.00079432_dm_5_la2_0.01_laL_0.01_.slha.py 14.377 0.0007943 260.0 61.664 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.1924 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.716 0.0 1.029 1.029 THSCPM1b IDM_mhc_540_mn1_0.003981_dm_5_la2_0.01_laL_0.01_.slha.py 0.7748 0.003981 540.0 70.223 1[N1,mu-]
Excluded CMS-EXO-13-006 0.1332 "[[],[[jet,jet]]]  (HSCP,HSCP)" 548.315 0.0 791.107 791.107 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_100_mn1_0.12589_dm_5_la2_0.01_laL_0.01_.slha.py 44.501 0.1258 100.0 72280.938 1[N1,mu-]
Non-excluded CMS-EXO-13-006 9.477 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 3.526 0.0 0.2042 6.49 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_360_mn1_0.0001_dm_5_la2_0.01_laL_0.01_.slha.py 0.4704 0.0001 360.0 4.002 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 89.229 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 49.254 0.0 0.0 89.231 TSmuSmuDisp IDM_mhc_200_mn1_1.2589e-06_dm_5_la2_0.01_laL_0.01_.slha.py 40.313 1.258e-06 200.0 0.1686 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.3327 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.2368 0.0 0.0 0.3161 TSmuSmuDisp IDM_mhc_680_mn1_0.00025118_dm_5_la2_0.01_laL_0.01_.slha.py 0.0302 0.0002511 680.0 2.783 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.01174 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.04272 0.0 0.04272 0.04272 THSCPM1b IDM_mhc_840_mn1_0.003981_dm_5_la2_0.01_laL_0.01_.slha.py 0.06911 0.003981 840.0 28.848 1[N1,mu-]
Excluded CMS-EXO-13-006 108.171 "[[],[[jet,jet]]]  (HSCP,HSCP)" 246.119 0.9465 354.957 358.871 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_120_mn1_0.00019952_dm_5_la2_0.01_laL_0.01_.slha.py 27.258 0.0001995 120.0 77.994 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.01077 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.02722 0.0 0.02722 0.02722 THSCPM1b IDM_mhc_880_mn1_0.0031622_dm_5_la2_0.01_laL_0.01_.slha.py 0.03833 0.003162 880.0 20.881 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.5965 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.4483 0.0 0.0 0.5965 TSmuSmuDisp IDM_mhc_620_mn1_3.981e-05_dm_5_la2_0.01_laL_0.01_.slha.py 0.5228 3.981e-05 620.0 0.5304 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.6039 0.0 0.8543 0.8543 THSCPM1b IDM_mhc_580_mn1_0.031622_dm_5_la2_0.01_laL_0.01_.slha.py 0.8774 0.03162 580.0 482.462 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.2066 0.0 0.2613 0.2613 THSCPM1b IDM_mhc_720_mn1_0.31622_dm_5_la2_0.01_laL_0.01_.slha.py 0.3308 0.3162 720.0 3122.262 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 1.041 0.0 1.497 1.497 THSCPM1b IDM_mhc_520_mn1_0.50118_dm_5_la2_0.01_laL_0.01_.slha.py 1.235 0.5011 520.0 9532.703 1[N1,mu-]
Non-excluded CMS-EXO-13-006 1.153 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.2619 0.0 0.2372 0.6408 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_540_mn1_0.00050118_dm_5_la2_0.01_laL_0.01_.slha.py 0.1518 0.0005011 540.0 8.848 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 No-missing-topologies 0.0 0.01562 0.0 0.0 THSCPM1b,THSCPM2b IDM_mhc_960_mn1_3.1622e-05_dm_5_la2_0.01_laL_0.01_.slha.py 3.763e-10 3.162e-05 960.0 0.1761 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 13.986 "[[],[[jet,jet]]]  (HSCP,HSCP)" 4.107 0.0 5.913 8.681 THSCPM1b,THSCPM8 IDM_mhc_300_mn1_0.00025118_dm_5_la2_0.01_laL_0.01_.slha.py 3.131 0.0002511 300.0 14.616 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.1039 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.1045 0.0 0.0 0.1045 TSmuSmuDisp IDM_mhc_780_mn1_1.2589e-06_dm_5_la2_0.01_laL_0.01_.slha.py 0.2042 1.258e-06 780.0 0.0106 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 13.962 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 2.804 0.0 2.106 7.112 THSCPM1b,THSCPM8 IDM_mhc_320_mn1_0.00015848_dm_5_la2_0.01_laL_0.01_.slha.py 0.9335 0.0001584 320.0 8.054 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.1359 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.1012 0.0 0.0 0.1359 TSmuSmuDisp IDM_mhc_760_mn1_0.00031622_dm_5_la2_0.01_laL_0.01_.slha.py 0.01771 0.0003162 760.0 2.802 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 2.593 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 1.502 0.0 0.0 2.594 TSmuSmuDisp IDM_mhc_480_mn1_1.5848e-06_dm_5_la2_0.01_laL_0.01_.slha.py 3.783 1.584e-06 480.0 0.03542 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 1.164 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.7359 0.0 0.0 1.164 TSmuSmuDisp IDM_mhc_560_mn1_1e-05_dm_5_la2_0.01_laL_0.01_.slha.py 1.333 1e-05 560.0 0.163 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.04111 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.04111 0.0 0.0 0.04111 THSCPM1b,THSCPM2b,THSCPM9 IDM_mhc_900_mn1_0.0003981_dm_5_la2_0.01_laL_0.01_.slha.py 0.0002969 0.0003981 900.0 2.513 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 25.366 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 14.047 0.0 0.0 25.367 TSmuSmuDisp IDM_mhc_280_mn1_1.9952e-06_dm_5_la2_0.01_laL_0.01_.slha.py 19.029 1.995e-06 280.0 0.1333 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.207 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.1594 0.0 0.0 0.207 TSmuSmuDisp IDM_mhc_740_mn1_7.9432e-05_dm_5_la2_0.01_laL_0.01_.slha.py 0.1952 7.943e-05 740.0 0.7418 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 No-missing-topologies 0.0 0.0 0.0 0.0 THSCPM1b IDM_mhc_1000_mn1_0.03981_dm_5_la2_0.01_laL_0.01_.slha.py 0.02465 0.03981 1000.0 203.429 1[N1,mu-]
Excluded CMS-EXO-13-006 23.261 "[[],[[jet,jet]]]  (HSCP,HSCP)" 284.201 0.04046 409.88 409.994 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_120_mn1_0.001_dm_5_la2_0.01_laL_0.01_.slha.py 28.6 0.001 120.0 390.746 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.1168 "[[],[[jet,jet]]]  (HSCP,HSCP)" 18.538 0.0 26.695 26.695 THSCPM1b,THSCPM8 IDM_mhc_260_mn1_0.031622_dm_5_la2_0.01_laL_0.01_.slha.py 19.297 0.03162 260.0 2457.371 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.08443 "[[],[[jet,jet]]]  (HSCP,HSCP)" 25.139 0.0 36.206 36.206 THSCPM1b,THSCPM8 IDM_mhc_240_mn1_0.050118_dm_5_la2_0.01_laL_0.01_.slha.py 25.699 0.05011 240.0 4588.999 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.09103 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.09103 0.0 0.0 0.09103 TSmuSmuDisp IDM_mhc_800_mn1_1.5848e-05_dm_5_la2_0.01_laL_0.01_.slha.py 0.2496 1.584e-05 800.0 0.1264 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.1591 0.0 0.2066 0.2066 THSCPM1b IDM_mhc_740_mn1_0.79432_dm_5_la2_0.01_laL_0.01_.slha.py 0.284 0.7943 740.0 7418.306 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.04605 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.04605 0.0 0.0 0.04605 THSCPM1b,THSCPM2b,THSCPM9 IDM_mhc_880_mn1_0.0003981_dm_5_la2_0.01_laL_0.01_.slha.py 0.0003885 0.0003981 880.0 2.631 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.1388 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.4937 0.0 0.6984 0.6984 THSCPM1b IDM_mhc_580_mn1_0.003981_dm_5_la2_0.01_laL_0.01_.slha.py 0.6212 0.003981 580.0 60.715 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 2.667 "[[],[[jet,jet]]]  (HSCP,HSCP)" 17.354 0.009837 24.99 24.99 THSCPM1b,THSCPM8 IDM_mhc_260_mn1_0.0025118_dm_5_la2_0.01_laL_0.01_.slha.py 17.622 0.002511 260.0 195.373 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.2003 0.0 0.2533 0.2533 THSCPM1b IDM_mhc_720_mn1_0.03981_dm_5_la2_0.01_laL_0.01_.slha.py 0.3137 0.03981 720.0 393.081 1[N1,mu-]
Excluded CMS-EXO-13-006 3.665 "[[],[[jet,jet]]]  (HSCP,HSCP)" 546.742 0.0 788.838 788.838 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_100_mn1_0.0079432_dm_5_la2_0.01_laL_0.01_.slha.py 44.367 0.007943 100.0 4567.753 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 No-missing-topologies 0.0 0.0 0.0 0.0 THSCPM1b IDM_mhc_940_mn1_0.63095_dm_5_la2_0.01_laL_0.01_.slha.py 0.04025 0.6309 940.0 3654.203 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.05832 0.0 0.05832 0.05832 THSCPM1b IDM_mhc_860_mn1_0.050118_dm_5_la2_0.01_laL_0.01_.slha.py 0.1283 0.05011 860.0 346.796 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.06528 0.0 0.06528 0.06528 THSCPM1b IDM_mhc_840_mn1_0.031622_dm_5_la2_0.01_laL_0.01_.slha.py 0.1429 0.03162 840.0 229.183 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 6.511 0.0 9.372 9.372 THSCPM1b,THSCPM8 IDM_mhc_340_mn1_0.19952_dm_5_la2_0.01_laL_0.01_.slha.py 7.317 0.1995 340.0 8969.407 1[N1,mu-]
Excluded CMS-EXO-13-006 553.615 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 236.156 0.0 4.651 433.95 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_120_mn1_7.9432e-06_dm_5_la2_0.01_laL_0.01_.slha.py 2.585 7.943e-06 120.0 3.102 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.02218 "[[],[[jet,jet]]]  (HSCP,HSCP)" 49.203 0.0 70.888 70.888 THSCPM1b,THSCPM8 IDM_mhc_200_mn1_0.1_dm_5_la2_0.01_laL_0.01_.slha.py 47.189 0.1 200.0 13332.902 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.06055 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.06073 0.0 0.0 0.06073 TSmuSmuDisp IDM_mhc_860_mn1_1.9952e-06_dm_5_la2_0.01_laL_0.01_.slha.py 0.1328 1.995e-06 860.0 0.01379 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 1.868 "[[],[[jet,jet]]]  (HSCP,HSCP)" 5.578 0.01543 8.029 8.055 THSCPM1b,THSCPM8 IDM_mhc_340_mn1_0.0019952_dm_5_la2_0.01_laL_0.01_.slha.py 5.752 0.001995 340.0 89.694 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.02316 0.0 0.02316 0.02316 THSCPM1b IDM_mhc_900_mn1_0.0031622_dm_5_la2_0.01_laL_0.01_.slha.py 0.03254 0.003162 900.0 19.972 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 7.345 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 4.112 0.0 0.0 7.345 TSmuSmuDisp IDM_mhc_380_mn1_3.1622e-05_dm_5_la2_0.01_laL_0.01_.slha.py 2.144 3.162e-05 380.0 1.134 1[N1,mu-]
Excluded CMS-EXO-13-006 0.01489 "[[],[[jet,jet]]]  (HSCP,HSCP)" 173.449 0.0 250.072 250.072 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_140_mn1_0.25118_dm_5_la2_0.01_laL_0.01_.slha.py 20.564 0.2511 140.0 70726.51 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 No-missing-topologies 0.0 0.0 0.0 0.0 THSCPM1b IDM_mhc_1000_mn1_0.31622_dm_5_la2_0.01_laL_0.01_.slha.py 0.02604 0.3162 1000.0 1617.434 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 1.665 "[[],[[jet,jet]]]  (HSCP,HSCP)" 17.819 0.0 25.66 25.66 THSCPM1b,THSCPM8 IDM_mhc_260_mn1_0.003981_dm_5_la2_0.01_laL_0.01_.slha.py 18.493 0.003981 260.0 309.289 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.01114 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.05501 0.0 0.05501 0.05501 THSCPM1b IDM_mhc_820_mn1_0.0050118_dm_5_la2_0.01_laL_0.01_.slha.py 0.09957 0.005011 820.0 38.167 1[N1,mu-]
Excluded CMS-EXO-13-006 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 548.407 0.0 791.241 791.241 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_100_mn1_1.0_dm_5_la2_0.01_laL_0.01_.slha.py 44.601 1.0 100.0 575297.269 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.2699 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.5616 0.0 0.7942 0.7942 THSCPM1b IDM_mhc_560_mn1_0.0031622_dm_5_la2_0.01_laL_0.01_.slha.py 0.6569 0.003162 560.0 51.791 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.8338 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.5271 0.0 0.0 0.8338 TSmuSmuDisp IDM_mhc_600_mn1_3.1622e-05_dm_5_la2_0.01_laL_0.01_.slha.py 0.6706 3.162e-05 600.0 0.4505 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.3557 "[[],[[jet,jet]]]  (HSCP,HSCP)" 1.989 0.0 2.862 2.862 THSCPM1b,THSCPM8 IDM_mhc_440_mn1_0.0050118_dm_5_la2_0.01_laL_0.01_.slha.py 2.227 0.005011 440.0 133.329 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.04564 "[[],[[jet,jet]]]  (HSCP,HSCP)" 13.988 0.0 20.14 20.14 THSCPM1b,THSCPM8 IDM_mhc_280_mn1_0.050118_dm_5_la2_0.01_laL_0.01_.slha.py 14.883 0.05011 280.0 3344.524 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 4.76 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 2.702 0.0 0.0 4.764 TSmuSmuDisp IDM_mhc_420_mn1_1e-06_dm_5_la2_0.01_laL_0.01_.slha.py 6.532 1e-06 420.0 0.02927 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.3737 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.1947 0.0 0.2591 0.2984 THSCPM1b IDM_mhc_620_mn1_0.0012589_dm_5_la2_0.01_laL_0.01_.slha.py 0.1594 0.001258 620.0 16.865 1[N1,mu-]
Non-excluded CMS-PAS-EXO-16-036 0.03914 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.02888 0.0 0.0 0.02888 THSCPM1b IDM_mhc_880_mn1_0.00079432_dm_5_la2_0.01_laL_0.01_.slha.py 0.003561 0.0007943 880.0 5.248 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.1855 0.0 0.2345 0.2345 THSCPM1b IDM_mhc_720_mn1_0.012589_dm_5_la2_0.01_laL_0.01_.slha.py 0.2749 0.01258 720.0 124.105 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 3.139 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 1.816 0.0 0.0 3.139 TSmuSmuDisp IDM_mhc_460_mn1_1.2589e-05_dm_5_la2_0.01_laL_0.01_.slha.py 2.412 1.258e-05 460.0 0.3064 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.7235 0.0 1.023 1.023 THSCPM1b IDM_mhc_560_mn1_0.050118_dm_5_la2_0.01_laL_0.01_.slha.py 1.014 0.05011 560.0 822.195 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.8525 0.0 1.226 1.226 THSCPM1b IDM_mhc_540_mn1_0.031622_dm_5_la2_0.01_laL_0.01_.slha.py 1.044 0.03162 540.0 557.42 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.02105 0.0 0.02105 0.02105 THSCPM1b IDM_mhc_920_mn1_0.50118_dm_5_la2_0.01_laL_0.01_.slha.py 0.0462 0.5011 920.0 3026.487 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.1614 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.1201 0.0 0.0 0.1614 TSmuSmuDisp IDM_mhc_760_mn1_1.5848e-05_dm_5_la2_0.01_laL_0.01_.slha.py 0.3132 1.584e-05 760.0 0.1409 1[N1,mu-]
Excluded CMS-EXO-13-006 205.104 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 71.09 0.0 5.816 134.803 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_160_mn1_1.9952e-05_dm_5_la2_0.01_laL_0.01_.slha.py 1.945 1.995e-05 160.0 4.243 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.07941 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.07941 0.0 0.0 0.07941 TSmuSmuDisp IDM_mhc_820_mn1_7.9432e-05_dm_5_la2_0.01_laL_0.01_.slha.py 0.1313 7.943e-05 820.0 0.6052 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.03125 0.0 0.03125 0.03125 THSCPM1b IDM_mhc_880_mn1_0.003981_dm_5_la2_0.01_laL_0.01_.slha.py 0.04855 0.003981 880.0 26.31 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 1.403 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.8736 0.0 0.0 1.403 TSmuSmuDisp IDM_mhc_540_mn1_5.0118e-05_dm_5_la2_0.01_laL_0.01_.slha.py 0.7142 5.011e-05 540.0 0.8848 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 89.23 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 49.254 0.0 0.0 89.231 TSmuSmuDisp IDM_mhc_200_mn1_3.981e-06_dm_5_la2_0.01_laL_0.01_.slha.py 22.719 3.981e-06 200.0 0.5318 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 1.676 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 1.042 0.0 0.0 1.676 TSmuSmuDisp IDM_mhc_520_mn1_2.5118e-05_dm_5_la2_0.01_laL_0.01_.slha.py 1.202 2.511e-05 520.0 0.4777 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 11.665 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 6.521 0.0 0.0 11.666 TSmuSmuDisp IDM_mhc_340_mn1_6.3095e-06_dm_5_la2_0.01_laL_0.01_.slha.py 7.696 6.309e-06 340.0 0.2835 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.07996 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.07996 0.0 0.0 0.07996 TSmuSmuDisp IDM_mhc_800_mn1_0.00031622_dm_5_la2_0.01_laL_0.01_.slha.py 0.02244 0.0003162 800.0 2.529 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.2625 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.2076 0.0 0.0 0.2625 TSmuSmuDisp IDM_mhc_720_mn1_1e-05_dm_5_la2_0.01_laL_0.01_.slha.py 0.4423 1e-05 720.0 0.09866 1[N1,mu-]
Non-excluded CMS-EXO-13-006 1.71 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.3212 0.0 0.454 0.9212 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_500_mn1_0.00050118_dm_5_la2_0.01_laL_0.01_.slha.py 0.2667 0.0005011 500.0 10.331 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.01883 0.0 0.01883 0.01883 THSCPM1b IDM_mhc_920_mn1_0.019952_dm_5_la2_0.01_laL_0.01_.slha.py 0.03903 0.01995 920.0 120.321 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.05251 0.0 0.05251 0.05251 THSCPM1b IDM_mhc_880_mn1_0.15848_dm_5_la2_0.01_laL_0.01_.slha.py 0.1182 0.1584 880.0 1049.611 1[N1,mu-]
Excluded CMS-EXO-13-006 65.231 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 22.208 0.0 2.03 42.23 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_220_mn1_3.981e-05_dm_5_la2_0.01_laL_0.01_.slha.py 1.526 3.981e-05 220.0 4.365 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.3264 0.0 0.4351 0.4351 THSCPM1b IDM_mhc_660_mn1_0.63095_dm_5_la2_0.01_laL_0.01_.slha.py 0.4765 0.6309 660.0 7418.306 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 67.646 "[[],[[jet,jet]]]  (HSCP,HSCP)" 78.394 0.0 112.995 117.514 THSCPM1b,THSCPM8 IDM_mhc_160_mn1_0.00019952_dm_5_la2_0.01_laL_0.01_.slha.py 14.751 0.0001995 160.0 42.435 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.08712 0.0 0.08712 0.08712 THSCPM1b IDM_mhc_800_mn1_0.03981_dm_5_la2_0.01_laL_0.01_.slha.py 0.1934 0.03981 800.0 318.269 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.06057 0.0 0.06057 0.06057 THSCPM1b IDM_mhc_860_mn1_0.79432_dm_5_la2_0.01_laL_0.01_.slha.py 0.1369 0.7943 860.0 5496.572 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.8298 "[[],[[jet,jet]]]  (HSCP,HSCP)" 34.368 0.0 49.505 49.505 THSCPM1b,THSCPM8 IDM_mhc_220_mn1_0.01_dm_5_la2_0.01_laL_0.01_.slha.py 33.988 0.01 220.0 1096.26 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.01511 "[[],[[jet,jet]]]  (HSCP,HSCP)" 34.774 0.0 50.09 50.09 THSCPM1b,THSCPM8 IDM_mhc_220_mn1_0.12589_dm_5_la2_0.01_laL_0.01_.slha.py 34.861 0.1258 220.0 13799.088 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 No-missing-topologies 0.0 0.0 0.0 0.0 THSCPM1b IDM_mhc_960_mn1_0.079432_dm_5_la2_0.01_laL_0.01_.slha.py 0.03314 0.07943 960.0 440.461 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 6.501 0.0 9.357 9.357 THSCPM1b,THSCPM8 IDM_mhc_340_mn1_0.1_dm_5_la2_0.01_laL_0.01_.slha.py 7.269 0.1 340.0 4494.919 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 3.161 "[[],[[jet,jet]]]  (HSCP,HSCP)" 3.64 0.0 5.239 5.405 THSCPM1b,THSCPM8 IDM_mhc_360_mn1_0.001_dm_5_la2_0.01_laL_0.01_.slha.py 3.47 0.001 360.0 40.025 1[N1,mu-]
